From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
PFX34694.1	A0A2B4SVI8	unreviewed	A0A2B4SVI8_STYPI	Putative RNA-directed DNA polymerase from transposon BS	RTase AWC38_SpisGene358	Stylophora pistillata (Smooth cauliflower coral)	275			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]	RTase
CAH3038911.1	A0AAU9VYT7	unreviewed	A0AAU9VYT7_9CNID	Uncharacterized protein	PMEA_00021973	Pocillopora meandrina	1726	membrane [GO:0016020]	cell-matrix adhesion [GO:0007160]	GO:0007160; GO:0016020		membrane [GO:0016020]; cell-matrix adhesion [GO:0007160]	
KAK2565735.1	A0AAD9QRE8	unreviewed	A0AAD9QRE8_ACRCE	Endonuclease/exonuclease/phosphatase domain-containing protein	P5673_010913	Acropora cervicornis (Staghorn coral)	816			GO:0004842	ubiquitin-protein transferase activity [GO:0004842]	ubiquitin-protein transferase activity [GO:0004842]	
CAH3165073.1	A0AAU9Y273	unreviewed	A0AAU9Y273_9CNID	Uncharacterized protein	PMEA_00003339	Pocillopora meandrina	749						
CAH3044142.1	A0AAU9W0F0	unreviewed	A0AAU9W0F0_9CNID	Uncharacterized protein	PMEA_00030974	Pocillopora meandrina	490	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
CAH3033140.1	A0AAU9VNS1	unreviewed	A0AAU9VNS1_9CNID	F-box domain-containing protein	PMEA_00010963	Pocillopora meandrina	664						
CAH3156240.1	A0AAU9XR98	unreviewed	A0AAU9XR98_9CNID	Uncharacterized protein	PMEA_00029412	Pocillopora meandrina	265						
KAJ7392106.1	A0A9X0A274	unreviewed	A0A9X0A274_9CNID	TBC1 domain member 8B	TBC1D8_3 OS493_013473	Desmophyllum pertusum	296			GO:0005509	calcium ion binding [GO:0005509]	calcium ion binding [GO:0005509]	TBC1D8_3
CAH3119358.1	A0AAU9WMX7	unreviewed	A0AAU9WMX7_9CNID	Uncharacterized protein	PMEA_00008257	Pocillopora meandrina	1113						
CAH3158911.1	A0AAU9XUA3	unreviewed	A0AAU9XUA3_9CNID	Uncharacterized protein	PMEA_00030692	Pocillopora meandrina	297						
KAK2568905.1	A0AAD9QWX8	unreviewed	A0AAD9QWX8_ACRCE	RNA-directed DNA polymerase from mobile element jockey	P5673_006971	Acropora cervicornis (Staghorn coral)	834	extracellular matrix [GO:0031012]		GO:0003964; GO:0031012	RNA-directed DNA polymerase activity [GO:0003964]	extracellular matrix [GO:0031012]; RNA-directed DNA polymerase activity [GO:0003964]	
CAH3133362.1	A0AAU9X171	unreviewed	A0AAU9X171_9CNID	DDE Tnp4 domain-containing protein	PMEA_00015033	Pocillopora meandrina	341			GO:0046872	metal ion binding [GO:0046872]	metal ion binding [GO:0046872]	
PFX21740.1	A0A2B4RYW0	unreviewed	A0A2B4RYW0_STYPI	Neuroendocrine convertase 1	Pcsk1 AWC38_SpisGene13748	Stylophora pistillata (Smooth cauliflower coral)	1099	Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]	protein processing [GO:0016485]	GO:0000139; GO:0004252; GO:0005802; GO:0008270; GO:0016485	serine-type endopeptidase activity [GO:0004252]; zinc ion binding [GO:0008270]	Golgi membrane [GO:0000139]; trans-Golgi network [GO:0005802]; serine-type endopeptidase activity [GO:0004252]; zinc ion binding [GO:0008270]; protein processing [GO:0016485]	Pcsk1
CAH3108047.1	A0AAU9W8B6	unreviewed	A0AAU9W8B6_9CNID	Uncharacterized protein	PMEA_00003082	Pocillopora meandrina	241						
CAH3043611.1	A0AAU9VZJ1	unreviewed	A0AAU9VZJ1_9CNID	G-protein coupled receptors family 1 profile domain-containing protein	PMEA_00031644	Pocillopora meandrina	297	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	
RMX49032.1	A0A3M6U5R4	unreviewed	A0A3M6U5R4_POCDA	Uncharacterized protein	pdam_00018109	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	190						
RMX51672.1	A0A3M6UDD5	unreviewed	A0A3M6UDD5_POCDA	Uncharacterized protein	pdam_00008132	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	142						
PFX11376.1	A0A2B4R2J0	unreviewed	A0A2B4R2J0_STYPI	CCHC-type domain-containing protein	AWC38_SpisGene24930	Stylophora pistillata (Smooth cauliflower coral)	1534						
CAH3169220.1	A0AAU9Y7T4	unreviewed	A0AAU9Y7T4_9CNID	Uncharacterized protein	PMEA_00011776	Pocillopora meandrina	851	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
PFX12648.1	A0A2B4R8E3	unreviewed	A0A2B4R8E3_STYPI	Craniofacial development protein 2	CFDP2 AWC38_SpisGene23355	Stylophora pistillata (Smooth cauliflower coral)	1134			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	CFDP2
RMX51940.1	A0A3M6UE35	unreviewed	A0A3M6UE35_POCDA	Uncharacterized protein	pdam_00004727	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	506						
KAK2551405.1	A0AAD9UVS5	unreviewed	A0AAD9UVS5_ACRCE	RNA-directed DNA polymerase from mobile element jockey	P5673_027807	Acropora cervicornis (Staghorn coral)	381			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]	
CAH3150946.1	A0AAU9XL77	unreviewed	A0AAU9XL77_9CNID	Dynactin subunit 4	PMEA_00025022	Pocillopora meandrina	969	cell cortex [GO:0005938]; centrosome [GO:0005813]; dynactin complex [GO:0005869]; myofibril [GO:0030016]; stress fiber [GO:0001725]		GO:0001725; GO:0005813; GO:0005869; GO:0005938; GO:0030016		cell cortex [GO:0005938]; centrosome [GO:0005813]; dynactin complex [GO:0005869]; myofibril [GO:0030016]; stress fiber [GO:0001725]	
CAH3157186.1	A0AAU9XUZ4	unreviewed	A0AAU9XUZ4_9CNID	Myb-like domain-containing protein	PMEA_00029893	Pocillopora meandrina	190						
CAH3167997.1	A0AAU9Y346	unreviewed	A0AAU9Y346_9CNID	Alpha-type protein kinase domain-containing protein	PMEA_00007984	Pocillopora meandrina	390		myosin II filament disassembly [GO:0031037]; response to differentiation-inducing factor 1 [GO:1903013]	GO:0004674; GO:0005524; GO:0031037; GO:1903013	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; myosin II filament disassembly [GO:0031037]; response to differentiation-inducing factor 1 [GO:1903013]	
CAH3167307.1	A0AAU9Y2H0	unreviewed	A0AAU9Y2H0_9CNID	C2 NT-type domain-containing protein	PMEA_00007065	Pocillopora meandrina	514						
RMX36465.1	A0A3M6T592	unreviewed	A0A3M6T592_POCDA	Uncharacterized protein	pdam_00010050	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	228						
CAH3035085.1	A0AAU9VPT5	unreviewed	A0AAU9VPT5_9CNID	Uncharacterized protein	PMEA_00017169	Pocillopora meandrina	1399	IRE1-TRAF2-ASK1 complex [GO:1990604]	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; IRE1-mediated unfolded protein response [GO:0036498]; mRNA processing [GO:0006397]	GO:0004521; GO:0004674; GO:0005524; GO:0006397; GO:0036498; GO:0051082; GO:0070059; GO:1990604	ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; RNA endonuclease activity [GO:0004521]; unfolded protein binding [GO:0051082]	IRE1-TRAF2-ASK1 complex [GO:1990604]; ATP binding [GO:0005524]; protein serine/threonine kinase activity [GO:0004674]; RNA endonuclease activity [GO:0004521]; unfolded protein binding [GO:0051082]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; IRE1-mediated unfolded protein response [GO:0036498]; mRNA processing [GO:0006397]	
CAH3160319.1	A0AAU9XZ67	unreviewed	A0AAU9XZ67_9CNID	EGF-like domain-containing protein	PMEA_00032434	Pocillopora meandrina	2058	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
PFX25905.1	A0A2B4SBS7	unreviewed	A0A2B4SBS7_STYPI	Uncharacterized protein	AWC38_SpisGene9437	Stylophora pistillata (Smooth cauliflower coral)	379						
RMX54819.1	A0A3M6UMJ0	unreviewed	A0A3M6UMJ0_POCDA	Integrase catalytic domain-containing protein	pdam_00022531	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	234		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]	
RMX37810.1	A0A3M6T8S1	unreviewed	A0A3M6T8S1_POCDA	CHHC U11-48K-type domain-containing protein	pdam_00024992	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	88						
RMX59398.1	A0A3M6V1H6	unreviewed	A0A3M6V1H6_POCDA	Laminin subunit beta-1	pdam_00019340	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1845	basement membrane [GO:0005604]; extracellular region [GO:0005576]	animal organ morphogenesis [GO:0009887]; cell adhesion [GO:0007155]; tissue development [GO:0009888]	GO:0005576; GO:0005604; GO:0007155; GO:0009887; GO:0009888		basement membrane [GO:0005604]; extracellular region [GO:0005576]; animal organ morphogenesis [GO:0009887]; cell adhesion [GO:0007155]; tissue development [GO:0009888]	
RMX48294.1	A0A3M6U447	unreviewed	A0A3M6U447_POCDA	Uncharacterized protein	pdam_00014724	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	890						
CAH3114125.1	A0AAU9WGF3	unreviewed	A0AAU9WGF3_9CNID	Uncharacterized protein	PMEA_00006079	Pocillopora meandrina	268						
RMX59732.1	A0A3M6V1E0	unreviewed	A0A3M6V1E0_POCDA	EGF-like domain-containing protein	pdam_00019016	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	157						
RMX58154.1	A0A3M6UX98	unreviewed	A0A3M6UX98_POCDA	WHEP-TRS domain-containing protein	pdam_00000049	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	111						
RMX40949.1	A0A3M6TI12	unreviewed	A0A3M6TI12_POCDA	Uncharacterized protein	pdam_00023062	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	172						
CAH3155843.1	A0AAU9XRP1	unreviewed	A0AAU9XRP1_9CNID	Uncharacterized protein	PMEA_00028188	Pocillopora meandrina	225						
CAH3128022.1	A0AAU9WW61	unreviewed	A0AAU9WW61_9CNID	Ion transport domain-containing protein	PMEA_00013243	Pocillopora meandrina	736	cation channel complex [GO:0034703]; plasma membrane [GO:0005886]	regulation of cytosolic calcium ion concentration [GO:0051480]	GO:0005886; GO:0015279; GO:0034703; GO:0051480; GO:0070679	inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]	cation channel complex [GO:0034703]; plasma membrane [GO:0005886]; inositol 1,4,5 trisphosphate binding [GO:0070679]; store-operated calcium channel activity [GO:0015279]; regulation of cytosolic calcium ion concentration [GO:0051480]	
CAH3127406.1	A0AAU9WVM7	unreviewed	A0AAU9WVM7_9CNID	DUF4371 domain-containing protein	PMEA_00012543	Pocillopora meandrina	510						
CAH3034178.1	A0AAU9VS99	unreviewed	A0AAU9VS99_9CNID	Uncharacterized protein	PMEA_00010513	Pocillopora meandrina	132						
CAH3118594.1	A0AAU9WMD7	unreviewed	A0AAU9WMD7_9CNID	Pentaxin	PMEA_00007404	Pocillopora meandrina	293						
PVD26194.1	A0A2T7NYG3	unreviewed	A0A2T7NYG3_POMCA	serine C-palmitoyltransferase (EC 2.3.1.50)	C0Q70_13863	Pomacea canaliculata (Golden apple snail)	1133	membrane [GO:0016020]; serine palmitoyltransferase complex [GO:0017059]	ceramide biosynthetic process [GO:0046513]; sphingosine biosynthetic process [GO:0046512]	GO:0004758; GO:0016020; GO:0017059; GO:0030170; GO:0046512; GO:0046513	pyridoxal phosphate binding [GO:0030170]; serine C-palmitoyltransferase activity [GO:0004758]	membrane [GO:0016020]; serine palmitoyltransferase complex [GO:0017059]; pyridoxal phosphate binding [GO:0030170]; serine C-palmitoyltransferase activity [GO:0004758]; ceramide biosynthetic process [GO:0046513]; sphingosine biosynthetic process [GO:0046512]	
CAH3128096.1	A0AAU9WW48	unreviewed	A0AAU9WW48_9CNID	F5/8 type C domain-containing protein	PMEA_00013284	Pocillopora meandrina	1200						
CAH3041227.1	A0AAU9VYH5	unreviewed	A0AAU9VYH5_9CNID	Uncharacterized protein	PMEA_00029104	Pocillopora meandrina	153						
RMX46845.1	A0A3M6TZI1	unreviewed	A0A3M6TZI1_POCDA	MARVEL domain-containing protein	pdam_00007622	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	175	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
PFX20735.1	A0A2B4RWW3	unreviewed	A0A2B4RWW3_STYPI	YqaJ viral recombinase domain-containing protein	AWC38_SpisGene14799	Stylophora pistillata (Smooth cauliflower coral)	659		DNA repair [GO:0006281]	GO:0006281		DNA repair [GO:0006281]	
CAH3126877.1	A0AAU9WUU6	unreviewed	A0AAU9WUU6_9CNID	BTB domain-containing protein	PMEA_00012775	Pocillopora meandrina	436	cytosol [GO:0005829]	neurogenesis [GO:0022008]	GO:0005829; GO:0022008		cytosol [GO:0005829]; neurogenesis [GO:0022008]	
CAH3113982.1	A0AAU9WGD4	unreviewed	A0AAU9WGD4_9CNID	Uncharacterized protein	PMEA_00005980	Pocillopora meandrina	282	endomembrane system [GO:0012505]; membrane [GO:0016020]		GO:0012505; GO:0016020		endomembrane system [GO:0012505]; membrane [GO:0016020]	
RMX37295.1	A0A3M6T795	unreviewed	A0A3M6T795_POCDA	FAM91 N-terminal domain-containing protein	pdam_00008922	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	786						
RMX46768.1	A0A3M6TZU6	unreviewed	A0A3M6TZU6_POCDA	Right handed beta helix domain-containing protein	pdam_00021609	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1364	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
RMX44608.1	A0A3M6TTI3	unreviewed	A0A3M6TTI3_POCDA	G-protein coupled receptors family 1 profile domain-containing protein	pdam_00002768	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	586	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	
CAH3135880.1	A0AAU9X4B1	unreviewed	A0AAU9X4B1_9CNID	BEN domain-containing protein	PMEA_00015938	Pocillopora meandrina	162			GO:0003677	DNA binding [GO:0003677]	DNA binding [GO:0003677]	
CAH3163004.1	A0AAU9XYA2	unreviewed	A0AAU9XYA2_9CNID	G-protein coupled receptors family 1 profile domain-containing protein	PMEA_00034464	Pocillopora meandrina	308	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	
CAH3042158.1	A0AAU9W2K8	unreviewed	A0AAU9W2K8_9CNID	G-protein coupled receptors family 2 profile 2 domain-containing protein	PMEA_00028631	Pocillopora meandrina	789	plasma membrane [GO:0005886]	cell surface receptor signaling pathway [GO:0007166]	GO:0004930; GO:0005886; GO:0007166	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]; cell surface receptor signaling pathway [GO:0007166]	
CAB4005289.1	A0A7D9ECQ1	unreviewed	A0A7D9ECQ1_PARCT	Reverse transcriptase domain-containing protein	PACLA_8A006563	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	648						
CAH3042852.1	A0AAU9W236	unreviewed	A0AAU9W236_9CNID	Fibrinogen C-terminal domain-containing protein	PMEA_00029051	Pocillopora meandrina	362						
RMX44603.1	A0A3M6TT78	unreviewed	A0A3M6TT78_POCDA	G-protein coupled receptors family 1 profile domain-containing protein	pdam_00002767	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	179	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	
CAH3128088.1	A0AAU9WVY9	unreviewed	A0AAU9WVY9_9CNID	Uncharacterized protein	PMEA_00013277	Pocillopora meandrina	414	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
CAH3142782.1	A0AAU9XAZ7	unreviewed	A0AAU9XAZ7_9CNID	MADF domain-containing protein	PMEA_00020230	Pocillopora meandrina	111						
KAJ7339493.1	A0A9W9YFF8	unreviewed	A0A9W9YFF8_9CNID	Ubiquitin-like protein 5	UBL5 OS493_005891	Desmophyllum pertusum	73		protein modification process [GO:0036211]	GO:0016798; GO:0036211	hydrolase activity, acting on glycosyl bonds [GO:0016798]	hydrolase activity, acting on glycosyl bonds [GO:0016798]; protein modification process [GO:0036211]	UBL5
PFX24130.1	A0A2B4S5Q6	unreviewed	A0A2B4S5Q6_STYPI	RNA-directed RNA polymerase (EC 2.7.7.48)	RDR2 AWC38_SpisGene11282	Stylophora pistillata (Smooth cauliflower coral)	1740	nuclear RNA-directed RNA polymerase complex [GO:0031380]	siRNA processing [GO:0030422]	GO:0003723; GO:0003968; GO:0030422; GO:0031380	RNA binding [GO:0003723]; RNA-dependent RNA polymerase activity [GO:0003968]	nuclear RNA-directed RNA polymerase complex [GO:0031380]; RNA binding [GO:0003723]; RNA-dependent RNA polymerase activity [GO:0003968]; siRNA processing [GO:0030422]	RDR2
CAH3138306.1	A0AAU9X6F8	unreviewed	A0AAU9X6F8_9CNID	WSC domain-containing protein	PMEA_00018365	Pocillopora meandrina	234						
RMX48114.1	A0A3M6U3J3	unreviewed	A0A3M6U3J3_POCDA	CHAT domain-containing protein	pdam_00002607	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	707						
CAB3995918.1	A0A7D9I2M8	unreviewed	A0A7D9I2M8_PARCT	Uncharacterized protein	PACLA_8A058301	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	204						
CAH3036713.1	A0AAU9VUD2	unreviewed	A0AAU9VUD2_9CNID	DOMON domain-containing protein	PMEA_00017079	Pocillopora meandrina	606	extracellular space [GO:0005615]; secretory granule membrane [GO:0030667]	dopamine catabolic process [GO:0042420]; norepinephrine biosynthetic process [GO:0042421]; octopamine biosynthetic process [GO:0006589]	GO:0004500; GO:0005507; GO:0005615; GO:0006589; GO:0030667; GO:0042420; GO:0042421	copper ion binding [GO:0005507]; dopamine beta-monooxygenase activity [GO:0004500]	extracellular space [GO:0005615]; secretory granule membrane [GO:0030667]; copper ion binding [GO:0005507]; dopamine beta-monooxygenase activity [GO:0004500]; dopamine catabolic process [GO:0042420]; norepinephrine biosynthetic process [GO:0042421]; octopamine biosynthetic process [GO:0006589]	
CAH3104555.1	A0AAU9WAB1	unreviewed	A0AAU9WAB1_9CNID	Uncharacterized protein	PMEA_00034789	Pocillopora meandrina	2711						
KAJ7394201.1	A0A9X0A699	unreviewed	A0A9X0A699_9CNID	Uncharacterized protein	OS493_000003	Desmophyllum pertusum	167						
CAH3165777.1	A0AAU9Y2K7	unreviewed	A0AAU9Y2K7_9CNID	Zinc finger DNA binding protein	PMEA_00004362	Pocillopora meandrina	268						
RMX51760.1	A0A3M6UDK7	unreviewed	A0A3M6UDK7_POCDA	Uncharacterized protein	pdam_00024277	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	143						
RMX45682.1	A0A3M6TWD0	unreviewed	A0A3M6TWD0_POCDA	DUF5641 domain-containing protein	pdam_00025095	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	605						
RMX38479.1	A0A3M6TAX8	unreviewed	A0A3M6TAX8_POCDA	CABIT domain-containing protein	pdam_00016802	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	326						
PFX33659.1	A0A2B4SWU2	unreviewed	A0A2B4SWU2_STYPI	Uncharacterized protein	AWC38_SpisGene1504	Stylophora pistillata (Smooth cauliflower coral)	71	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
RMX42286.1	A0A3M6TLQ3	unreviewed	A0A3M6TLQ3_POCDA	Uncharacterized protein	pdam_00009835	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	679	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
CAH3126149.1	A0AAU9WUI1	unreviewed	A0AAU9WUI1_9CNID	Tudor domain-containing protein	PMEA_00011957	Pocillopora meandrina	339						
RMX37719.1	A0A3M6T8R1	unreviewed	A0A3M6T8R1_POCDA	CCHC-type domain-containing protein	pdam_00006549	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	312						
RMX56796.1	A0A3M6USZ2	unreviewed	A0A3M6USZ2_POCDA	F-box domain-containing protein	pdam_00009952	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	250						
CAH3127239.1	A0AAU9WVP9	unreviewed	A0AAU9WVP9_9CNID	Trichohyalin-plectin-homology domain-containing protein	PMEA_00012932	Pocillopora meandrina	549	axonemal microtubule [GO:0005879]		GO:0005879		axonemal microtubule [GO:0005879]	
