"orthoID","mcap_gene","pacu_gene","pcom_gene"
"ortho160","Montipora_capitata_HIv3___RNAseq.g20261.t1","Pocillopora_acuta_HIv2___RNAseq.g3937.t1","Porites_compressa_HIv1___TS.g16218.t2"
"ortho161","Montipora_capitata_HIv3___TS.g23185.t1","Pocillopora_acuta_HIv2___RNAseq.g13745.t1","Porites_compressa_HIv1___RNAseq.g1627.t1"
"ortho162","Montipora_capitata_HIv3___RNAseq.g39900.t1","Pocillopora_acuta_HIv2___RNAseq.g6174.t1","Porites_compressa_HIv1___RNAseq.g24908.t1"
"ortho163","Montipora_capitata_HIv3___RNAseq.g46163.t1","Pocillopora_acuta_HIv2___RNAseq.g7781.t1","Porites_compressa_HIv1___RNAseq.g37970.t1"
"ortho164","Montipora_capitata_HIv3___RNAseq.g40850.t1","Pocillopora_acuta_HIv2___RNAseq.g8960.t1","Porites_compressa_HIv1___RNAseq.g37269.t1"
"ortho165","Montipora_capitata_HIv3___RNAseq.g39731.t1","Pocillopora_acuta_HIv2___RNAseq.g6330.t1","Porites_compressa_HIv1___RNAseq.g8482.t1"
"ortho166","Montipora_capitata_HIv3___RNAseq.g25600.t1","Pocillopora_acuta_HIv2___TS.g10739.t1","Porites_compressa_HIv1___TS.g40287.t1"
"ortho167","Montipora_capitata_HIv3___RNAseq.g35228.t1","Pocillopora_acuta_HIv2___RNAseq.g17501.t1","Porites_compressa_HIv1___RNAseq.g20064.t1"
"ortho168","Montipora_capitata_HIv3___RNAseq.g9023.t1","Pocillopora_acuta_HIv2___RNAseq.g15912.t1","Porites_compressa_HIv1___TS.g5194.t1"
"ortho169","Montipora_capitata_HIv3___RNAseq.g2823.t1","Pocillopora_acuta_HIv2___RNAseq.g3525.t1","Porites_compressa_HIv1___RNAseq.g20854.t1"
"ortho170","Montipora_capitata_HIv3___RNAseq.g7483.t1","Pocillopora_acuta_HIv2___RNAseq.g15096.t1","Porites_compressa_HIv1___RNAseq.g20128.t1"
"ortho171","Montipora_capitata_HIv3___RNAseq.g49313.t1","Pocillopora_acuta_HIv2___RNAseq.g25908.t1","Porites_compressa_HIv1___RNAseq.g13640.t1"
"ortho172","Montipora_capitata_HIv3___RNAseq.g5539.t1","Pocillopora_acuta_HIv2___RNAseq.g7401.t1","Porites_compressa_HIv1___TS.g20831.t1b"
"ortho173","Montipora_capitata_HIv3___RNAseq.g6642.t1","Pocillopora_acuta_HIv2___RNAseq.g1811.t1","Porites_compressa_HIv1___RNAseq.g41009.t1"
"ortho174","Montipora_capitata_HIv3___RNAseq.g20046.t1","Pocillopora_acuta_HIv2___RNAseq.g3996.t1","Porites_compressa_HIv1___RNAseq.g39800.t1"
"ortho175","Montipora_capitata_HIv3___RNAseq.g48854.t1","Pocillopora_acuta_HIv2___RNAseq.g7830.t2","Porites_compressa_HIv1___TS.g3094.t1b"
"ortho176","Montipora_capitata_HIv3___RNAseq.g12667.t1","Pocillopora_acuta_HIv2___RNAseq.g24938.t1","Porites_compressa_HIv1___RNAseq.g7619.t1"
"ortho177","Montipora_capitata_HIv3___RNAseq.g23261.t1","Pocillopora_acuta_HIv2___RNAseq.g21872.t1","Porites_compressa_HIv1___TS.g8936.t1a"
"ortho178","Montipora_capitata_HIv3___RNAseq.g39011.t1","Pocillopora_acuta_HIv2___RNAseq.g29106.t1","Porites_compressa_HIv1___RNAseq.g33436.t1"
"ortho179","Montipora_capitata_HIv3___RNAseq.g42346.t1","Pocillopora_acuta_HIv2___RNAseq.g14616.t1","Porites_compressa_HIv1___RNAseq.g22725.t1"
"ortho180","Montipora_capitata_HIv3___RNAseq.g20152.t1","Pocillopora_acuta_HIv2___TS.g11182.t1","Porites_compressa_HIv1___RNAseq.g14850.t1"
"ortho181","Montipora_capitata_HIv3___RNAseq.g23263.t1","Pocillopora_acuta_HIv2___RNAseq.g21867.t1","Porites_compressa_HIv1___RNAseq.g14553.t1"
"ortho182","Montipora_capitata_HIv3___RNAseq.g15303.t1","Pocillopora_acuta_HIv2___RNAseq.g25371.t1","Porites_compressa_HIv1___RNAseq.g19917.t1"
"ortho183","Montipora_capitata_HIv3___RNAseq.g35108.t1","Pocillopora_acuta_HIv2___RNAseq.g23783.t1","Porites_compressa_HIv1___RNAseq.g24213.t1"
"ortho184","Montipora_capitata_HIv3___RNAseq.g46452.t1","Pocillopora_acuta_HIv2___RNAseq.3886_t","Porites_compressa_HIv1___RNAseq.g29801.t1"
"ortho185","Montipora_capitata_HIv3___TS.g26069.t1a","Pocillopora_acuta_HIv2___TS.g4809.t1","Porites_compressa_HIv1___RNAseq.g7007.t1"
"ortho186","Montipora_capitata_HIv3___TS.g26069.t1b","Pocillopora_acuta_HIv2___RNAseq.g4198.t1","Porites_compressa_HIv1___TS.g10199.t2"
"ortho187","Montipora_capitata_HIv3___RNAseq.g33870.t1","Pocillopora_acuta_HIv2___TS.g15.t2","Porites_compressa_HIv1___RNAseq.g32509.t1"
"ortho188","Montipora_capitata_HIv3___RNAseq.g20213.t1","Pocillopora_acuta_HIv2___RNAseq.g26583.t1","Porites_compressa_HIv1___TS.g9185.t1d"
"ortho189","Montipora_capitata_HIv3___RNAseq.g24694.t1","Pocillopora_acuta_HIv2___RNAseq.g9827.t1","Porites_compressa_HIv1___RNAseq.g15765.t1"
"ortho190","Montipora_capitata_HIv3___RNAseq.g2812.t1","Pocillopora_acuta_HIv2___RNAseq.g3517.t1","Porites_compressa_HIv1___RNAseq.g20865.t1"
"ortho191","Montipora_capitata_HIv3___RNAseq.g8688.t1","Pocillopora_acuta_HIv2___RNAseq.g16117.t2","Porites_compressa_HIv1___RNAseq.g36340.t1"
"ortho192","Montipora_capitata_HIv3___RNAseq.g35042.t1","Pocillopora_acuta_HIv2___RNAseq.g22685.t1","Porites_compressa_HIv1___RNAseq.g16678.t1"
"ortho193","Montipora_capitata_HIv3___RNAseq.g45404.t1","Pocillopora_acuta_HIv2___RNAseq.g1016.t1","Porites_compressa_HIv1___RNAseq.g38849.t1"
"ortho194","Montipora_capitata_HIv3___RNAseq.g25629.t1","Pocillopora_acuta_HIv2___RNAseq.g27965.t1","Porites_compressa_HIv1___RNAseq.g27880.t1"
"ortho195","Montipora_capitata_HIv3___RNAseq.g26407.t1b","Pocillopora_acuta_HIv2___RNAseq.g30072.t1","Porites_compressa_HIv1___RNAseq.g16038.t1"
"ortho196","Montipora_capitata_HIv3___RNAseq.g21264.t1","Pocillopora_acuta_HIv2___RNAseq.g10767.t1","Porites_compressa_HIv1___RNAseq.g39977.t1"
"ortho197","Montipora_capitata_HIv3___RNAseq.g20091.t1","Pocillopora_acuta_HIv2___RNAseq.g4036.t1","Porites_compressa_HIv1___RNAseq.g39861.t1"
"ortho198","Montipora_capitata_HIv3___RNAseq.g39299.t2","Pocillopora_acuta_HIv2___RNAseq.g29014.t4","Porites_compressa_HIv1___TS.g33456.t2b"
"ortho199","Montipora_capitata_HIv3___RNAseq.g47245.t1","Pocillopora_acuta_HIv2___RNAseq.g5306.t1","Porites_compressa_HIv1___TS.g3052.t1"
"ortho200","Montipora_capitata_HIv3___RNAseq.g49695.t1","Pocillopora_acuta_HIv2___RNAseq.g25848.t1","Porites_compressa_HIv1___RNAseq.g33832.t1"
"ortho201","Montipora_capitata_HIv3___RNAseq.g6794.t1","Pocillopora_acuta_HIv2___RNAseq.g2168.t1","Porites_compressa_HIv1___RNAseq.g20269.t1"
"ortho202","Montipora_capitata_HIv3___RNAseq.g47247.t1","Pocillopora_acuta_HIv2___RNAseq.g5333.t1","Porites_compressa_HIv1___TS.g3053.t1"
"ortho203","Montipora_capitata_HIv3___RNAseq.g31324.t1","Pocillopora_acuta_HIv2___RNAseq.g19334.t1","Porites_compressa_HIv1___RNAseq.g27057.t1"
"ortho204","Montipora_capitata_HIv3___RNAseq.g29883.t1","Pocillopora_acuta_HIv2___RNAseq.g25075.t1","Porites_compressa_HIv1___RNAseq.g6101.t1"
"ortho205","Montipora_capitata_HIv3___RNAseq.22023_t","Pocillopora_acuta_HIv2___RNAseq.g907.t1","Porites_compressa_HIv1___RNAseq.g33061.t1"
"ortho206","Montipora_capitata_HIv3___RNAseq.g45546.t1","Pocillopora_acuta_HIv2___RNAseq.g850.t1","Porites_compressa_HIv1___TS.g16778.t1"
"ortho207","Montipora_capitata_HIv3___RNAseq.g12762.t1","Pocillopora_acuta_HIv2___RNAseq.g24754.t1","Porites_compressa_HIv1___RNAseq.g5999.t1"
"ortho208","Montipora_capitata_HIv3___RNAseq.g44216.t1","Pocillopora_acuta_HIv2___RNAseq.g5823.t1","Porites_compressa_HIv1___RNAseq.g26435.t1"
"ortho209","Montipora_capitata_HIv3___RNAseq.g7372.t1","Pocillopora_acuta_HIv2___RNAseq.g14411.t1","Porites_compressa_HIv1___RNAseq.g40896.t1"
"ortho210","Montipora_capitata_HIv3___RNAseq.g22818.t1","Pocillopora_acuta_HIv2___RNAseq.g10314.t1","Porites_compressa_HIv1___RNAseq.g21122.t1"
"ortho211","Montipora_capitata_HIv3___RNAseq.g45957.t1","Pocillopora_acuta_HIv2___TS.g17756.t1","Porites_compressa_HIv1___RNAseq.g36596.t1"
"ortho212","Montipora_capitata_HIv3___TS.g6865.t1b","Pocillopora_acuta_HIv2___TS.g24851.t1b","Porites_compressa_HIv1___TS.g41205.t1"
"ortho213","Montipora_capitata_HIv3___TS.g40898.t1b","Pocillopora_acuta_HIv2___RNAseq.g28811.t1","Porites_compressa_HIv1___RNAseq.g6604.t2"
"ortho214","Montipora_capitata_HIv3___RNAseq.g45955.t1","Pocillopora_acuta_HIv2___RNAseq.g17941.t1","Porites_compressa_HIv1___RNAseq.g36587.t1"
"ortho215","Montipora_capitata_HIv3___TS.g36115.t1","Pocillopora_acuta_HIv2___RNAseq.g7223.t1","Porites_compressa_HIv1___TS.g14169.t1"
"ortho216","Montipora_capitata_HIv3___RNAseq.g18759.t1","Pocillopora_acuta_HIv2___TS.g13907.t1","Porites_compressa_HIv1___TS.g24921.t1"
"ortho217","Montipora_capitata_HIv3___RNAseq.g41190.t1","Pocillopora_acuta_HIv2___RNAseq.g18744.t1","Porites_compressa_HIv1___TS.g18464.t1"
"ortho218","Montipora_capitata_HIv3___RNAseq.g954.t1","Pocillopora_acuta_HIv2___RNAseq.g3600.t1","Porites_compressa_HIv1___RNAseq.g31275.t1"
"ortho219","Montipora_capitata_HIv3___RNAseq.18683_t","Pocillopora_acuta_HIv2___RNAseq.g25094.t1","Porites_compressa_HIv1___TS.g2399.t1"
"ortho220","Montipora_capitata_HIv3___RNAseq.g46956.t1","Pocillopora_acuta_HIv2___RNAseq.g5187.t1","Porites_compressa_HIv1___TS.g37899.t1"
"ortho221","Montipora_capitata_HIv3___RNAseq.g7502.t1","Pocillopora_acuta_HIv2___TS.g1079.t2","Porites_compressa_HIv1___RNAseq.g20112.t1"
"ortho222","Montipora_capitata_HIv3___RNAseq.g39331.t1","Pocillopora_acuta_HIv2___RNAseq.g29055.t1","Porites_compressa_HIv1___TS.g33389.t1"
"ortho223","Montipora_capitata_HIv3___RNAseq.g37088.t1","Pocillopora_acuta_HIv2___RNAseq.g17588.t1","Porites_compressa_HIv1___RNAseq.g8202.t1"
"ortho224","Montipora_capitata_HIv3___RNAseq.g37199.t1","Pocillopora_acuta_HIv2___RNAseq.g28946.t1","Porites_compressa_HIv1___RNAseq.g4270.t1"
"ortho225","Montipora_capitata_HIv3___RNAseq.g11579.t1","Pocillopora_acuta_HIv2___RNAseq.g16925.t1","Porites_compressa_HIv1___RNAseq.g10183.t1"
"ortho226","Montipora_capitata_HIv3___RNAseq.g11910.t1","Pocillopora_acuta_HIv2___RNAseq.g26463.t1","Porites_compressa_HIv1___RNAseq.g9976.t1"
"ortho227","Montipora_capitata_HIv3___RNAseq.g30029.t1","Pocillopora_acuta_HIv2___RNAseq.g19258.t1","Porites_compressa_HIv1___RNAseq.g599.t1"
"ortho228","Montipora_capitata_HIv3___TS.g25098.t2","Pocillopora_acuta_HIv2___TS.g18990.t1","Porites_compressa_HIv1___RNAseq.g32734.t1"
"ortho229","Montipora_capitata_HIv3___RNAseq.g6701.t1b","Pocillopora_acuta_HIv2___RNAseq.g1855.t1","Porites_compressa_HIv1___RNAseq.g41058.t1"
"ortho230","Montipora_capitata_HIv3___RNAseq.g39329.t1","Pocillopora_acuta_HIv2___RNAseq.g29054.t1","Porites_compressa_HIv1___RNAseq.5935_t"
"ortho231","Montipora_capitata_HIv3___RNAseq.g34917.t1","Pocillopora_acuta_HIv2___RNAseq.g23747.t1","Porites_compressa_HIv1___RNAseq.g16601.t1"
"ortho232","Montipora_capitata_HIv3___RNAseq.g29536.t1","Pocillopora_acuta_HIv2___RNAseq.g19844.t1","Porites_compressa_HIv1___RNAseq.g7061.t1"
"ortho233","Montipora_capitata_HIv3___TS.g5308.t2a","Pocillopora_acuta_HIv2___RNAseq.g22847.t1","Porites_compressa_HIv1___TS.g1592.t1"
"ortho234","Montipora_capitata_HIv3___RNAseq.g27924.t1","Pocillopora_acuta_HIv2___RNAseq.g9186.t1","Porites_compressa_HIv1___RNAseq.g18718.t1"
"ortho235","Montipora_capitata_HIv3___RNAseq.g47572.t1","Pocillopora_acuta_HIv2___RNAseq.g8004.t1","Porites_compressa_HIv1___RNAseq.g25850.t1"
"ortho236","Montipora_capitata_HIv3___TS.g49553.t1","Pocillopora_acuta_HIv2___RNAseq.g8225.t1","Porites_compressa_HIv1___RNAseq.g32872.t1"
"ortho237","Montipora_capitata_HIv3___RNAseq.g19080.t1","Pocillopora_acuta_HIv2___RNAseq.g28697.t1","Porites_compressa_HIv1___TS.g31639.t1"
"ortho238","Montipora_capitata_HIv3___RNAseq.g7285.t1","Pocillopora_acuta_HIv2___RNAseq.g15167.t1","Porites_compressa_HIv1___RNAseq.g1215.t1"
"ortho239","Montipora_capitata_HIv3___RNAseq.g26489.t1","Pocillopora_acuta_HIv2___RNAseq.g30114.t1","Porites_compressa_HIv1___RNAseq.g30337.t1"
"ortho240","Montipora_capitata_HIv3___RNAseq.g47299.t2","Pocillopora_acuta_HIv2___RNAseq.g5361.t1","Porites_compressa_HIv1___RNAseq.g23983.t1"
"ortho241","Montipora_capitata_HIv3___RNAseq.g896.t1","Pocillopora_acuta_HIv2___RNAseq.g122.t1","Porites_compressa_HIv1___RNAseq.g31215.t1"
"ortho242","Montipora_capitata_HIv3___RNAseq.g34915.t1","Pocillopora_acuta_HIv2___RNAseq.g23745.t2","Porites_compressa_HIv1___TS.g26566.t1"
"ortho243","Montipora_capitata_HIv3___RNAseq.g15246.t1","Pocillopora_acuta_HIv2___RNAseq.g25253.t1","Porites_compressa_HIv1___RNAseq.g38644.t1"
"ortho244","Montipora_capitata_HIv3___RNAseq.g47978.t1","Pocillopora_acuta_HIv2___RNAseq.g8115.t1","Porites_compressa_HIv1___RNAseq.g36719.t1"
"ortho245","Montipora_capitata_HIv3___TS.g39675.t1","Pocillopora_acuta_HIv2___RNAseq.g31145.t1","Porites_compressa_HIv1___RNAseq.g27726.t1"
"ortho246","Montipora_capitata_HIv3___RNAseq.g30079.t1","Pocillopora_acuta_HIv2___RNAseq.g19206.t1","Porites_compressa_HIv1___RNAseq.g552.t1"
"ortho247","Montipora_capitata_HIv3___TS.g1343.t2","Pocillopora_acuta_HIv2___TS.g8331.t1a","Porites_compressa_HIv1___TS.g9846.t1"
"ortho248","Montipora_capitata_HIv3___RNAseq.g7378.t1","Pocillopora_acuta_HIv2___RNAseq.g14417.t1","Porites_compressa_HIv1___RNAseq.g41182.t1"
"ortho249","Montipora_capitata_HIv3___RNAseq.g10726.t1","Pocillopora_acuta_HIv2___RNAseq.g18184.t1","Porites_compressa_HIv1___RNAseq.g10584.t2"
"ortho250","Montipora_capitata_HIv3___RNAseq.g17822.t1","Pocillopora_acuta_HIv2___TS.g14144.t1","Porites_compressa_HIv1___RNAseq.g40310.t1"
"ortho251","Montipora_capitata_HIv3___RNAseq.g6399.t1","Pocillopora_acuta_HIv2___RNAseq.g2050.t1","Porites_compressa_HIv1___TS.g36971.t1c"
"ortho252","Montipora_capitata_HIv3___RNAseq.g16325.t1","Pocillopora_acuta_HIv2___TS.g23568.t2d","Porites_compressa_HIv1___RNAseq.g41557.t2"
"ortho253","Montipora_capitata_HIv3___RNAseq.g45989.t1","Pocillopora_acuta_HIv2___RNAseq.g17923.t1","Porites_compressa_HIv1___RNAseq.g36560.t1"
"ortho254","Montipora_capitata_HIv3___RNAseq.g25171.t1","Pocillopora_acuta_HIv2___RNAseq.g27419.t1","Porites_compressa_HIv1___TS.g13391.t1"
"ortho255","Montipora_capitata_HIv3___RNAseq.g26798.t1","Pocillopora_acuta_HIv2___RNAseq.g30199.t1","Porites_compressa_HIv1___RNAseq.g22082.t1"
"ortho256","Montipora_capitata_HIv3___TS.g15193.t1","Pocillopora_acuta_HIv2___RNAseq.g30459.t1","Porites_compressa_HIv1___RNAseq.g28660.t1"
"ortho257","Montipora_capitata_HIv3___RNAseq.g34619.t1","Pocillopora_acuta_HIv2___TS.g428.t1a","Porites_compressa_HIv1___RNAseq.g27313.t1"
"ortho258","Montipora_capitata_HIv3___RNAseq.g37027.t1","Pocillopora_acuta_HIv2___RNAseq.g17449.t2a","Porites_compressa_HIv1___RNAseq.g25753.t1"
"ortho259","Montipora_capitata_HIv3___RNAseq.g44373.t1","Pocillopora_acuta_HIv2___RNAseq.g14895.t1","Porites_compressa_HIv1___RNAseq.g29030.t2"
"ortho260","Montipora_capitata_HIv3___RNAseq.g18619.t1","Pocillopora_acuta_HIv2___RNAseq.g6602.t1","Porites_compressa_HIv1___RNAseq.g6355.t1"
"ortho261","Montipora_capitata_HIv3___RNAseq.g41055.t1","Pocillopora_acuta_HIv2___RNAseq.g9742.t1","Porites_compressa_HIv1___RNAseq.g26129.t1"
"ortho262","Montipora_capitata_HIv3___RNAseq.g44286.t1","Pocillopora_acuta_HIv2___RNAseq.g24038.t1","Porites_compressa_HIv1___TS.g23665.t1"
"ortho263","Montipora_capitata_HIv3___RNAseq.g9085.t1","Pocillopora_acuta_HIv2___RNAseq.g16016.t1","Porites_compressa_HIv1___RNAseq.g10513.t1"
"ortho264","Montipora_capitata_HIv3___RNAseq.g35276.t1","Pocillopora_acuta_HIv2___RNAseq.g17508.t1a","Porites_compressa_HIv1___RNAseq.g20054.t1"
"ortho265","Montipora_capitata_HIv3___RNAseq.g19771.t1","Pocillopora_acuta_HIv2___RNAseq.g28345.t1b","Porites_compressa_HIv1___TS.g34745.t4"
"ortho266","Montipora_capitata_HIv3___RNAseq.45192_t","Pocillopora_acuta_HIv2___RNAseq.g6598.t1","Porites_compressa_HIv1___RNAseq.g6350.t1"
"ortho267","Montipora_capitata_HIv3___RNAseq.g40806.t1","Pocillopora_acuta_HIv2___TS.g15320.t1","Porites_compressa_HIv1___TS.g38930.t1"
"ortho268","Montipora_capitata_HIv3___RNAseq.g34689.t1","Pocillopora_acuta_HIv2___TS.g133.t2","Porites_compressa_HIv1___RNAseq.g8654.t1"
"ortho269","Montipora_capitata_HIv3___TS.g28013.t2","Pocillopora_acuta_HIv2___RNAseq.g7445.t2","Porites_compressa_HIv1___RNAseq.g21744.t1"
"ortho270","Montipora_capitata_HIv3___RNAseq.g28151.t1","Pocillopora_acuta_HIv2___TS.g3218.t1","Porites_compressa_HIv1___RNAseq.g19459.t1"
"ortho271","Montipora_capitata_HIv3___RNAseq.g28193.t1","Pocillopora_acuta_HIv2___RNAseq.g12300.t1","Porites_compressa_HIv1___RNAseq.g19521.t1"
"ortho272","Montipora_capitata_HIv3___RNAseq.g6462.t1","Pocillopora_acuta_HIv2___TS.g27116.t1b","Porites_compressa_HIv1___RNAseq.g41140.t1"
"ortho273","Montipora_capitata_HIv3___RNAseq.g40398.t1","Pocillopora_acuta_HIv2___RNAseq.g13142.t1","Porites_compressa_HIv1___RNAseq.g38299.t1"
"ortho274","Montipora_capitata_HIv3___RNAseq.g45960.t1","Pocillopora_acuta_HIv2___RNAseq.g17940.t1","Porites_compressa_HIv1___RNAseq.g36586.t1"
"ortho275","Montipora_capitata_HIv3___RNAseq.g45311.t1","Pocillopora_acuta_HIv2___TS.g4109.t3","Porites_compressa_HIv1___RNAseq.g20682.t1"
"ortho276","Montipora_capitata_HIv3___RNAseq.g11848.t1","Pocillopora_acuta_HIv2___RNAseq.g16893.t1","Porites_compressa_HIv1___RNAseq.g9696.t1"
"ortho277","Montipora_capitata_HIv3___RNAseq.g34533.t1","Pocillopora_acuta_HIv2___RNAseq.g11427.t1","Porites_compressa_HIv1___RNAseq.g40604.t1"
"ortho278","Montipora_capitata_HIv3___RNAseq.g40831.t1","Pocillopora_acuta_HIv2___TS.g23295.t1","Porites_compressa_HIv1___RNAseq.g37309.t1"
"ortho279","Montipora_capitata_HIv3___RNAseq.g50084.t1","Pocillopora_acuta_HIv2___RNAseq.g21099.t1","Porites_compressa_HIv1___RNAseq.g13341.t2"
"ortho280","Montipora_capitata_HIv3___RNAseq.g39381.t1","Pocillopora_acuta_HIv2___RNAseq.g27078.t1","Porites_compressa_HIv1___RNAseq.g13915.t1"
"ortho281","Montipora_capitata_HIv3___RNAseq.g23186.t1","Pocillopora_acuta_HIv2___RNAseq.g21948.t1","Porites_compressa_HIv1___RNAseq.g14612.t1"
"ortho282","Montipora_capitata_HIv3___RNAseq.g44348.t1","Pocillopora_acuta_HIv2___RNAseq.g14917.t1","Porites_compressa_HIv1___RNAseq.g29054.t1"
"ortho283","Montipora_capitata_HIv3___RNAseq.g42348.t1","Pocillopora_acuta_HIv2___RNAseq.g14619.t1","Porites_compressa_HIv1___RNAseq.g22727.t1"
"ortho284","Montipora_capitata_HIv3___RNAseq.g39250.t1","Pocillopora_acuta_HIv2___RNAseq.g26990.t1","Porites_compressa_HIv1___RNAseq.g13830.t1"
"ortho285","Montipora_capitata_HIv3___RNAseq.g19991.t2","Pocillopora_acuta_HIv2___TS.g12914.t1","Porites_compressa_HIv1___TS.g18804.t2"
"ortho286","Montipora_capitata_HIv3___RNAseq.g34941.t1","Pocillopora_acuta_HIv2___RNAseq.g23723.t1","Porites_compressa_HIv1___RNAseq.g16560.t1"
"ortho287","Montipora_capitata_HIv3___RNAseq.g50023.t1","Pocillopora_acuta_HIv2___RNAseq.g21114.t1","Porites_compressa_HIv1___RNAseq.g13314.t1"
"ortho288","Montipora_capitata_HIv3___RNAseq.g40455.t1","Pocillopora_acuta_HIv2___RNAseq.g13352.t1","Porites_compressa_HIv1___RNAseq.g17635.t1"
"ortho289","Montipora_capitata_HIv3___RNAseq.g41412.t1","Pocillopora_acuta_HIv2___RNAseq.g12554.t1","Porites_compressa_HIv1___RNAseq.g25700.t1"
"ortho290","Montipora_capitata_HIv3___RNAseq.g6848.t1","Pocillopora_acuta_HIv2___RNAseq.g20690.t1","Porites_compressa_HIv1___RNAseq.g20320.t1"
"ortho291","Montipora_capitata_HIv3___RNAseq.g41189.t1","Pocillopora_acuta_HIv2___RNAseq.g18743.t1","Porites_compressa_HIv1___RNAseq.g25650.t1"
"ortho292","Montipora_capitata_HIv3___RNAseq.23137_t","Pocillopora_acuta_HIv2___RNAseq.g26699.t1b","Porites_compressa_HIv1___RNAseq.g21650.t1b"
"ortho293","Montipora_capitata_HIv3___RNAseq.g349.t1","Pocillopora_acuta_HIv2___RNAseq.g26227.t1","Porites_compressa_HIv1___RNAseq.g24339.t1"
"ortho294","Montipora_capitata_HIv3___TS.g45591.t1","Pocillopora_acuta_HIv2___TS.g16305.t1","Porites_compressa_HIv1___RNAseq.g31494.t1"
"ortho295","Montipora_capitata_HIv3___TS.g48069.t1","Pocillopora_acuta_HIv2___RNAseq.g9029.t1","Porites_compressa_HIv1___RNAseq.29365_t"
"ortho296","Montipora_capitata_HIv3___RNAseq.g15168.t1","Pocillopora_acuta_HIv2___RNAseq.g14083.t1","Porites_compressa_HIv1___RNAseq.g1738.t1"
"ortho297","Montipora_capitata_HIv3___RNAseq.g30260.t1","Pocillopora_acuta_HIv2___RNAseq.g30875.t1","Porites_compressa_HIv1___RNAseq.g705.t1"
"ortho298","Montipora_capitata_HIv3___RNAseq.g19131.t1","Pocillopora_acuta_HIv2___RNAseq.g28659.t1","Porites_compressa_HIv1___RNAseq.g21518.t1b"
"ortho299","Montipora_capitata_HIv3___RNAseq.g34943.t1","Pocillopora_acuta_HIv2___RNAseq.g23724.t1","Porites_compressa_HIv1___TS.g26523.t1a"
"ortho300","Montipora_capitata_HIv3___RNAseq.g14674.t1","Pocillopora_acuta_HIv2___RNAseq.g25481.t1","Porites_compressa_HIv1___RNAseq.g28472.t1"
"ortho301","Montipora_capitata_HIv3___RNAseq.g9379.t1","Pocillopora_acuta_HIv2___RNAseq.g17174.t1","Porites_compressa_HIv1___RNAseq.g10879.t1"
"ortho302","Montipora_capitata_HIv3___RNAseq.g5935.t1","Pocillopora_acuta_HIv2___RNAseq.g7272.t1","Porites_compressa_HIv1___RNAseq.g11944.t1"
"ortho303","Montipora_capitata_HIv3___RNAseq.g46645.t1","Pocillopora_acuta_HIv2___RNAseq.g4873.t1","Porites_compressa_HIv1___RNAseq.g34278.t1"
"ortho304","Montipora_capitata_HIv3___RNAseq.g40844.t1","Pocillopora_acuta_HIv2___RNAseq.g8984.t1","Porites_compressa_HIv1___RNAseq.g37276.t1"
"ortho305","Montipora_capitata_HIv3___TS.g36124.t1","Pocillopora_acuta_HIv2___RNAseq.g7219.t1","Porites_compressa_HIv1___RNAseq.g12552.t1"
"ortho306","Montipora_capitata_HIv3___RNAseq.g49382.t1","Pocillopora_acuta_HIv2___RNAseq.g25866.t1","Porites_compressa_HIv1___RNAseq.g13593.t1"
"ortho307","Montipora_capitata_HIv3___RNAseq.g44361.t1","Pocillopora_acuta_HIv2___TS.g20170.t2","Porites_compressa_HIv1___RNAseq.g29042.t1"
"ortho308","Montipora_capitata_HIv3___RNAseq.g38576.t1","Pocillopora_acuta_HIv2___RNAseq.g6061.t1","Porites_compressa_HIv1___RNAseq.g9479.t1"
"ortho309","Montipora_capitata_HIv3___RNAseq.g43107.t1","Pocillopora_acuta_HIv2___RNAseq.g19842.t1","Porites_compressa_HIv1___RNAseq.g7058.t1"
"ortho310","Montipora_capitata_HIv3___RNAseq.g43105.t1","Pocillopora_acuta_HIv2___RNAseq.g4836.t1","Porites_compressa_HIv1___RNAseq.g28976.t1"
"ortho311","Montipora_capitata_HIv3___RNAseq.g46721.t1","Pocillopora_acuta_HIv2___RNAseq.g4896.t1","Porites_compressa_HIv1___RNAseq.g24065.t1"
"ortho312","Montipora_capitata_HIv3___RNAseq.g41286.t1","Pocillopora_acuta_HIv2___RNAseq.g12726.t1","Porites_compressa_HIv1___RNAseq.g37582.t1"
"ortho313","Montipora_capitata_HIv3___RNAseq.g8788.t1","Pocillopora_acuta_HIv2___TS.g26180.t1","Porites_compressa_HIv1___RNAseq.g37020.t1"
"ortho314","Montipora_capitata_HIv3___RNAseq.g34913.t1","Pocillopora_acuta_HIv2___RNAseq.g23742.t1","Porites_compressa_HIv1___RNAseq.g16611.t1"
"ortho315","Montipora_capitata_HIv3___RNAseq.g15689.t1","Pocillopora_acuta_HIv2___RNAseq.g23895.t1","Porites_compressa_HIv1___TS.g2696.t1"
"ortho316","Montipora_capitata_HIv3___RNAseq.g13138.t1","Pocillopora_acuta_HIv2___RNAseq.g25079.t1","Porites_compressa_HIv1___RNAseq.g6097.t1"
"ortho317","Montipora_capitata_HIv3___RNAseq.g42240.t1","Pocillopora_acuta_HIv2___RNAseq.g12956.t1","Porites_compressa_HIv1___RNAseq.g17762.t1"
"ortho318","Montipora_capitata_HIv3___RNAseq.g31171.t1","Pocillopora_acuta_HIv2___RNAseq.g19385.t1","Porites_compressa_HIv1___RNAseq.g27009.t1"
