From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)
XP_022794518.1	A0A2B4S3Q2	unreviewed	A0A2B4S3Q2_STYPI	BEN domain-containing protein	AWC38_SpisGene12256	Stylophora pistillata (Smooth cauliflower coral)	404			GO:0003677	DNA binding [GO:0003677]	DNA binding [GO:0003677]
XP_027049718.1	A0A3M6TIM7	unreviewed	A0A3M6TIM7_POCDA	Endonuclease/exonuclease/phosphatase domain-containing protein	pdam_00019186	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	390			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]
XP_028517558.1	A0A913YR84	unreviewed	A0A913YR84_EXADI	HTH CENPB-type domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	438	nucleus [GO:0005634]		GO:0003677; GO:0005634	DNA binding [GO:0003677]	nucleus [GO:0005634]; DNA binding [GO:0003677]
XP_022793197.1	A0A2B4S655	unreviewed	A0A2B4S655_STYPI	26S protease regulatory subunit 6B	PSMC4 AWC38_SpisGene11334	Stylophora pistillata (Smooth cauliflower coral)	412	proteasome complex [GO:0000502]	proteolysis [GO:0006508]	GO:0000502; GO:0005524; GO:0006508; GO:0008233; GO:0016887	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]	proteasome complex [GO:0000502]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; peptidase activity [GO:0008233]; proteolysis [GO:0006508]
XP_022788367.1	A0A2B4S8I8	unreviewed	A0A2B4S8I8_STYPI	Nephrocystin-3	nphp3 AWC38_SpisGene8374	Stylophora pistillata (Smooth cauliflower coral)	3644		Wnt signaling pathway [GO:0016055]	GO:0004672; GO:0005524; GO:0016055	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; Wnt signaling pathway [GO:0016055]
XP_027059434.1	A0A3M6UR37	unreviewed	A0A3M6UR37_POCDA	Eukaryotic translation initiation factor 3 subunit I (eIF3i)	pdam_00019945	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	317	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]	formation of cytoplasmic translation initiation complex [GO:0001732]	GO:0001732; GO:0003723; GO:0003743; GO:0016282; GO:0033290; GO:0071541	RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]	eukaryotic 43S preinitiation complex [GO:0016282]; eukaryotic 48S preinitiation complex [GO:0033290]; eukaryotic translation initiation factor 3 complex, eIF3m [GO:0071541]; RNA binding [GO:0003723]; translation initiation factor activity [GO:0003743]; formation of cytoplasmic translation initiation complex [GO:0001732]
XP_031550384.1	A0A6P8H1X0	unreviewed	A0A6P8H1X0_ACTTE	Uncharacterized protein LOC116287825	LOC116287825	Actinia tenebrosa (Australian red waratah sea anemone)	192			GO:0003676	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]
XP_031550792.1	A0A6P8H5U2	unreviewed	A0A6P8H5U2_ACTTE	Ras-related protein Rab-11A	LOC116288178	Actinia tenebrosa (Australian red waratah sea anemone)	218			GO:0003924; GO:0005525	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]
XP_022804509.1	A0A2B4RKJ9	unreviewed	A0A2B4RKJ9_STYPI	Protein fem-1-like B	fem1b AWC38_SpisGene18944	Stylophora pistillata (Smooth cauliflower coral)	623					
XP_022791783.1	A0A2B4S767	unreviewed	A0A2B4S767_STYPI	Integrase catalytic domain-containing protein	AWC38_SpisGene10489	Stylophora pistillata (Smooth cauliflower coral)	511		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
XP_038062501.1	A0A914AG59	unreviewed	A0A914AG59_PATMI	Endonuclease/exonuclease/phosphatase domain-containing protein		Patiria miniata (Bat star) (Asterina miniata)	229					
XP_027054683.1	A0A3M6T6R8	unreviewed	A0A3M6T6R8_POCDA	G-protein coupled receptors family 1 profile domain-containing protein	pdam_00022462	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	265	plasma membrane [GO:0005886]	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; hormone-mediated signaling pathway [GO:0009755]	GO:0005886; GO:0007189; GO:0008528; GO:0009755	G protein-coupled peptide receptor activity [GO:0008528]	plasma membrane [GO:0005886]; G protein-coupled peptide receptor activity [GO:0008528]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; hormone-mediated signaling pathway [GO:0009755]
XP_022809778.1	A0A2B4SEP0	unreviewed	A0A2B4SEP0_STYPI	52 kDa repressor of the inhibitor of the protein kinase	PRKRIR AWC38_SpisGene8288	Stylophora pistillata (Smooth cauliflower coral)	386			GO:0016301; GO:0046983	kinase activity [GO:0016301]; protein dimerization activity [GO:0046983]	kinase activity [GO:0016301]; protein dimerization activity [GO:0046983]
XP_027050477.1	A0A3M6TGP7	unreviewed	A0A3M6TGP7_POCDA	3-hydroxyanthranilate 3,4-dioxygenase	pdam_00016582	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	334	cytoplasm [GO:0005737]	'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; quinolinate metabolic process [GO:0046874]	GO:0000334; GO:0005506; GO:0005737; GO:0034354; GO:0046874	3-hydroxyanthranilate 3,4-dioxygenase activity [GO:0000334]; iron ion binding [GO:0005506]	cytoplasm [GO:0005737]; 3-hydroxyanthranilate 3,4-dioxygenase activity [GO:0000334]; iron ion binding [GO:0005506]; 'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; quinolinate metabolic process [GO:0046874]
XP_022793312.1	A0A2B4SVT8	unreviewed	A0A2B4SVT8_STYPI	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	pin4 AWC38_SpisGene1200	Stylophora pistillata (Smooth cauliflower coral)	138		rRNA processing [GO:0006364]	GO:0003677; GO:0006364; GO:0140839; GO:0140840	DNA binding [GO:0003677]; RNA polymerase II CTD heptapeptide repeat P3 isomerase activity [GO:0140839]; RNA polymerase II CTD heptapeptide repeat P6 isomerase activity [GO:0140840]	DNA binding [GO:0003677]; RNA polymerase II CTD heptapeptide repeat P3 isomerase activity [GO:0140839]; RNA polymerase II CTD heptapeptide repeat P6 isomerase activity [GO:0140840]; rRNA processing [GO:0006364]
XP_022794434.1	A0A2B4S3Y9	unreviewed	A0A2B4S3Y9_STYPI	EGF-like repeat and discoidin I-like domain-containing protein 3	EDIL3 AWC38_SpisGene12182	Stylophora pistillata (Smooth cauliflower coral)	508			GO:0005509; GO:0005524	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]	ATP binding [GO:0005524]; calcium ion binding [GO:0005509]
XP_022805757.1	A0A2B4RHR3	unreviewed	A0A2B4RHR3_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene19828	Stylophora pistillata (Smooth cauliflower coral)	891		DNA integration [GO:0015074]	GO:0003676; GO:0003700; GO:0015074	DNA-binding transcription factor activity [GO:0003700]; nucleic acid binding [GO:0003676]	DNA-binding transcription factor activity [GO:0003700]; nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
XP_022805757.1	A0A2B4RHU7	unreviewed	A0A2B4RHU7_STYPI	Uncharacterized protein	AWC38_SpisGene19829	Stylophora pistillata (Smooth cauliflower coral)	202					
XP_027042792.1	A0A3M6V209	unreviewed	A0A3M6V209_POCDA	Proline-rich transmembrane protein 1	pdam_00001092	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	201	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
XP_031553139.1	A0A6P8H9J9	unreviewed	A0A6P8H9J9_ACTTE	Uncharacterized protein LOC116290273	LOC116290273	Actinia tenebrosa (Australian red waratah sea anemone)	263		regulation of DNA-templated transcription [GO:0006355]	GO:0003677; GO:0006355	DNA binding [GO:0003677]	DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]
XP_028513152.1	A0A913YF46	unreviewed	A0A913YF46_EXADI	Reverse transcriptase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	740					
XP_022110364.1	A0A8B7ZY69	unreviewed	A0A8B7ZY69_ACAPL	DNA-directed DNA polymerase (EC 2.7.7.7)	LOC110989947	Acanthaster planci (Crown-of-thorns starfish)	1621		DNA replication [GO:0006260]	GO:0000166; GO:0003677; GO:0003887; GO:0006260; GO:0008270	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; zinc ion binding [GO:0008270]; DNA replication [GO:0006260]
XP_022801953.1	A0A2B4RJ87	unreviewed	A0A2B4RJ87_STYPI	Transmembrane protein 41A-A	tmem41aa AWC38_SpisGene17179	Stylophora pistillata (Smooth cauliflower coral)	264	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
XP_027049482.1	A0A3M6TJ75	unreviewed	A0A3M6TJ75_POCDA	DDE Tnp4 domain-containing protein	pdam_00013513	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	211	nucleus [GO:0005634]		GO:0004518; GO:0005634; GO:0046872	metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	nucleus [GO:0005634]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]
XP_022795426.1	A0A2B4S230	unreviewed	A0A2B4S230_STYPI	Centromere protein M	Cenpm AWC38_SpisGene12860	Stylophora pistillata (Smooth cauliflower coral)	106	chromosome, centromeric region [GO:0000775]; nucleus [GO:0005634]		GO:0000775; GO:0005634		chromosome, centromeric region [GO:0000775]; nucleus [GO:0005634]
XP_027036495.1	A0A3M6UES5	unreviewed	A0A3M6UES5_POCDA	DUF4371 domain-containing protein	pdam_00024726	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1037					
XP_020900815.1	A0A913X912	unreviewed	A0A913X912_EXADI	RNA-directed DNA polymerase (EC 2.7.7.49)		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	944		DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0015074	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]
XP_020917204.2	A0A913YA91	unreviewed	A0A913YA91_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	848			GO:0046983	protein dimerization activity [GO:0046983]	protein dimerization activity [GO:0046983]
XP_022783071.1	A0A2B4SNQ2	unreviewed	A0A2B4SNQ2_STYPI	Pumilio domain-containing protein KIAA0020-like	AWC38_SpisGene5022	Stylophora pistillata (Smooth cauliflower coral)	680	nucleolus [GO:0005730]	regulation of translation [GO:0006417]	GO:0003729; GO:0005730; GO:0006417	mRNA binding [GO:0003729]	nucleolus [GO:0005730]; mRNA binding [GO:0003729]; regulation of translation [GO:0006417]
XP_031566103.1	A0A6P8IHM6	unreviewed	A0A6P8IHM6_ACTTE	Uncharacterized protein LOC116301221	LOC116301221	Actinia tenebrosa (Australian red waratah sea anemone)	754					
XP_027050296.1	A0A3M6TH90	unreviewed	A0A3M6TH90_POCDA	DDE Tnp4 domain-containing protein	pdam_00024306	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	340	nucleus [GO:0005634]		GO:0004518; GO:0005634; GO:0046872	metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	nucleus [GO:0005634]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]
XP_022786266.1	A0A2B4SFW2	unreviewed	A0A2B4SFW2_STYPI	Transmembrane protein 272	AWC38_SpisGene7048	Stylophora pistillata (Smooth cauliflower coral)	164	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
XP_028515965.1	A0A913YKK9	unreviewed	A0A913YKK9_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	982					
XP_027051244.1	A0A3M6TEW9	unreviewed	A0A3M6TEW9_POCDA	THAP-type domain-containing protein	pdam_00021379	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	197			GO:0003677; GO:0008270	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]	DNA binding [GO:0003677]; zinc ion binding [GO:0008270]
XP_022803318.1	A0A2B4RL70	unreviewed	A0A2B4RL70_STYPI	Uncharacterized protein	AWC38_SpisGene18110	Stylophora pistillata (Smooth cauliflower coral)	289					
XP_028514342.1	A0A913YIK3	unreviewed	A0A913YIK3_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	306					
XP_031553696.1	A0A6P8HDE3	unreviewed	A0A6P8HDE3_ACTTE	Protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1-like	LOC116290735	Actinia tenebrosa (Australian red waratah sea anemone)	417	nucleus [GO:0005634]		GO:0004518; GO:0005634; GO:0046872	metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	nucleus [GO:0005634]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]
XP_027057123.1	A0A3M6UVM4	unreviewed	A0A3M6UVM4_POCDA	Cyclin-dependent kinases regulatory subunit	pdam_00020080	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	79		cell division [GO:0051301]	GO:0016538; GO:0051301	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]	cyclin-dependent protein serine/threonine kinase regulator activity [GO:0016538]; cell division [GO:0051301]
XP_028519056.1	A0A913YY85	unreviewed	A0A913YY85_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	238					
XP_022794455.1	A0A2B4RXU2	unreviewed	A0A2B4RXU2_STYPI	Zinc finger FYVE domain-containing protein 21	ZFYVE21 AWC38_SpisGene12207	Stylophora pistillata (Smooth cauliflower coral)	472			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
XP_027059879.1	A0A3M6UQB8	unreviewed	A0A3M6UQB8_POCDA	Phospholipid-transporting ATPase (EC 7.6.2.1)	pdam_00009549	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	665	plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]	phospholipid translocation [GO:0045332]	GO:0000287; GO:0005524; GO:0005802; GO:0005886; GO:0016887; GO:0045332; GO:0140326	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; magnesium ion binding [GO:0000287]	plasma membrane [GO:0005886]; trans-Golgi network [GO:0005802]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; ATPase-coupled intramembrane lipid transporter activity [GO:0140326]; magnesium ion binding [GO:0000287]; phospholipid translocation [GO:0045332]
XP_022807765.1	A0A2B4RCB8	unreviewed	A0A2B4RCB8_STYPI	THAP-type domain-containing protein	AWC38_SpisGene21397	Stylophora pistillata (Smooth cauliflower coral)	668					
XP_028513902.1	A0A913YHB6	unreviewed	A0A913YHB6_EXADI	Reverse transcriptase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	1202					
XP_031550739.1	A0A6P8H2V9	unreviewed	A0A6P8H2V9_ACTTE	Uncharacterized protein LOC116288139	LOC116288139	Actinia tenebrosa (Australian red waratah sea anemone)	267					
XP_028514242.1	A0A913YIA3	unreviewed	A0A913YIA3_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	833		DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0015074	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]
XP_022793355.1	A0A2B4SZT7	unreviewed	A0A2B4SZT7_STYPI	Large ribosomal subunit protein eL33 (60S ribosomal protein L35a)	rpl35a AWC38_SpisGene1092	Stylophora pistillata (Smooth cauliflower coral)	1252	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]	translation [GO:0006412]	GO:0003735; GO:0005840; GO:0006412; GO:1990904	structural constituent of ribosome [GO:0003735]	ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
XP_020901443.1	A0A913XA54	unreviewed	A0A913XA54_EXADI	EGF-like domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	709		DNA repair [GO:0006281]	GO:0006281		DNA repair [GO:0006281]
XP_022799668.1	A0A2B4RTN1	unreviewed	A0A2B4RTN1_STYPI	Glutaredoxin	grx AWC38_SpisGene15673	Stylophora pistillata (Smooth cauliflower coral)	479		cell redox homeostasis [GO:0045454]; intracellular signal transduction [GO:0035556]	GO:0009055; GO:0035556; GO:0045454	electron transfer activity [GO:0009055]	electron transfer activity [GO:0009055]; cell redox homeostasis [GO:0045454]; intracellular signal transduction [GO:0035556]
XP_031551680.1	A0A6P8HGH0	unreviewed	A0A6P8HGH0_ACTTE	Uncharacterized protein LOC116288954	LOC116288954	Actinia tenebrosa (Australian red waratah sea anemone)	347	membrane [GO:0016020]	DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003677; GO:0006310; GO:0015074; GO:0016020	DNA binding [GO:0003677]	membrane [GO:0016020]; DNA binding [GO:0003677]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]
XP_027047246.1	A0A3M6TPM3	unreviewed	A0A3M6TPM3_POCDA	Large ribosomal subunit protein uL15 (60S ribosomal protein L27a)	pdam_00014963	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	148	cytosolic large ribosomal subunit [GO:0022625]	translation [GO:0006412]	GO:0003735; GO:0006412; GO:0022625	structural constituent of ribosome [GO:0003735]	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]
XP_027048405.1	A0A3M6TLL2	unreviewed	A0A3M6TLL2_POCDA	Small ubiquitin-related modifier (SUMO)	pdam_00009871	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	91	nucleus [GO:0005634]		GO:0005634		nucleus [GO:0005634]
XP_020901115.1	A0A913X9R2	unreviewed	A0A913X9R2_EXADI	DDE Tnp4 domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	379			GO:0046872	metal ion binding [GO:0046872]	metal ion binding [GO:0046872]
XP_027060280.1	A0A3M6UIH8	unreviewed	A0A3M6UIH8_POCDA	BTB domain-containing protein	pdam_00013300	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	479					
XP_022794556.1	A0A2B4S3J2	unreviewed	A0A2B4S3J2_STYPI	KATNIP domain-containing protein	AWC38_SpisGene12303	Stylophora pistillata (Smooth cauliflower coral)	1786					
XP_022793068.1	A0A2B4S2M6	unreviewed	A0A2B4S2M6_STYPI	Uncharacterized protein	AWC38_SpisGene11295	Stylophora pistillata (Smooth cauliflower coral)	909					
XP_027050969.1	A0A3M6TFA3	unreviewed	A0A3M6TFA3_POCDA	Protein LEG1 homolog	pdam_00002279	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	368	extracellular space [GO:0005615]		GO:0005615		extracellular space [GO:0005615]
XP_031549911.1	A0A6P8H386	unreviewed	A0A6P8H386_ACTTE	Uncharacterized protein LOC116287377	LOC116287377	Actinia tenebrosa (Australian red waratah sea anemone)	119					
XP_022796603.1	A0A2B4RZP1	unreviewed	A0A2B4RZP1_STYPI	Uncharacterized protein K02A2.6	K02A2.6 AWC38_SpisGene13708	Stylophora pistillata (Smooth cauliflower coral)	698		DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0015074	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]
XP_022785410.1	A0A2B4SFV2	unreviewed	A0A2B4SFV2_STYPI	Putative RNA-directed DNA polymerase from transposon X-element	AWC38_SpisGene6498	Stylophora pistillata (Smooth cauliflower coral)	792			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]
XP_028517175.1	A0A913YNW7	unreviewed	A0A913YNW7_EXADI	Uncharacterized protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	218					
XP_022794696.1	A0A2B4S3I2	unreviewed	A0A2B4S3I2_STYPI	C2H2-type domain-containing protein	AWC38_SpisGene12385	Stylophora pistillata (Smooth cauliflower coral)	391			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
XP_022799380.1	A0A2B4RNN3	unreviewed	A0A2B4RNN3_STYPI	Programmed cell death protein 6	Pdcd6 AWC38_SpisGene15515	Stylophora pistillata (Smooth cauliflower coral)	181	cytoplasm [GO:0005737]		GO:0005509; GO:0005737; GO:0048306	calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]	cytoplasm [GO:0005737]; calcium ion binding [GO:0005509]; calcium-dependent protein binding [GO:0048306]
XP_022797067.1	A0A2B4RYB1	unreviewed	A0A2B4RYB1_STYPI	BTB/POZ domain-containing protein 6	BTBD6 AWC38_SpisGene13978	Stylophora pistillata (Smooth cauliflower coral)	364	cytosol [GO:0005829]	neurogenesis [GO:0022008]	GO:0005829; GO:0022008		cytosol [GO:0005829]; neurogenesis [GO:0022008]
XP_028517263.1	A0A913YQD7	unreviewed	A0A913YQD7_EXADI	ATP-dependent DNA helicase (EC 3.6.4.12)		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	506		DNA recombination [GO:0006310]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]	GO:0000723; GO:0003678; GO:0005524; GO:0006281; GO:0006310; GO:0016787	ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]	ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]; telomere maintenance [GO:0000723]
XP_028515994.1	A0A913YLK2	unreviewed	A0A913YLK2_EXADI	Transposase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	554					
XP_029180542.1	A0A2H4NNK7	unreviewed	A0A2H4NNK7_ACRMI	Omega-3 desaturase-like A		Acropora millepora (Staghorn coral) (Heteropora millepora)	392	membrane [GO:0016020]	lipid metabolic process [GO:0006629]	GO:0006629; GO:0016020; GO:0016491	oxidoreductase activity [GO:0016491]	membrane [GO:0016020]; oxidoreductase activity [GO:0016491]; lipid metabolic process [GO:0006629]
XP_022805469.1	A0A2B4REQ3	unreviewed	A0A2B4REQ3_STYPI	Putative nuclease HARBI1	Harbi1 AWC38_SpisGene19646	Stylophora pistillata (Smooth cauliflower coral)	499	nucleus [GO:0005634]		GO:0004518; GO:0005634; GO:0046872	metal ion binding [GO:0046872]; nuclease activity [GO:0004518]	nucleus [GO:0005634]; metal ion binding [GO:0046872]; nuclease activity [GO:0004518]
XP_013410717.1	A0A1S3JK14	unreviewed	A0A1S3JK14_LINUN	Uncharacterized protein LOC106173924	LOC106173924	Lingula unguis	1874		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
XP_022799887.1	A0A2B4RU50	unreviewed	A0A2B4RU50_STYPI	SWIM-type domain-containing protein	AWC38_SpisGene15807	Stylophora pistillata (Smooth cauliflower coral)	714		DNA repair [GO:0006281]	GO:0004519; GO:0004527; GO:0006281; GO:0008270	endonuclease activity [GO:0004519]; exonuclease activity [GO:0004527]; zinc ion binding [GO:0008270]	endonuclease activity [GO:0004519]; exonuclease activity [GO:0004527]; zinc ion binding [GO:0008270]; DNA repair [GO:0006281]
XP_020916388.2	A0A913Y8F9	unreviewed	A0A913Y8F9_EXADI	Integrase catalytic domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	987		DNA integration [GO:0015074]	GO:0003676; GO:0008270; GO:0015074	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]
XP_027053894.1	A0A3M6T8I8	unreviewed	A0A3M6T8I8_POCDA	Reverse transcriptase domain-containing protein	pdam_00006548	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	501					
XP_022788368.1	A0A2B4S8I8	unreviewed	A0A2B4S8I8_STYPI	Nephrocystin-3	nphp3 AWC38_SpisGene8374	Stylophora pistillata (Smooth cauliflower coral)	3644		Wnt signaling pathway [GO:0016055]	GO:0004672; GO:0005524; GO:0016055	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; Wnt signaling pathway [GO:0016055]
XP_022803426.1	A0A2B4RMC1	unreviewed	A0A2B4RMC1_STYPI	TNF receptor-associated factor 5	Traf5 AWC38_SpisGene18184	Stylophora pistillata (Smooth cauliflower coral)	176		innate immune response [GO:0045087]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; regulation of canonical NF-kappaB signal transduction [GO:0043122]	GO:0031663; GO:0043122; GO:0045087; GO:0061630	ubiquitin protein ligase activity [GO:0061630]	ubiquitin protein ligase activity [GO:0061630]; innate immune response [GO:0045087]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; regulation of canonical NF-kappaB signal transduction [GO:0043122]
XP_022795758.1	A0A2B4S0T6	unreviewed	A0A2B4S0T6_STYPI	Uncharacterized protein	AWC38_SpisGene13078	Stylophora pistillata (Smooth cauliflower coral)	448					
XP_022797264.1	A0A2B4SXP7	unreviewed	A0A2B4SXP7_STYPI	Uncharacterized protein	AWC38_SpisGene1473	Stylophora pistillata (Smooth cauliflower coral)	2787	chromatin [GO:0000785]; condensed chromosome [GO:0000793]; condensin complex [GO:0000796]	mitotic chromosome condensation [GO:0007076]	GO:0000785; GO:0000793; GO:0000796; GO:0003682; GO:0007076	chromatin binding [GO:0003682]	chromatin [GO:0000785]; condensed chromosome [GO:0000793]; condensin complex [GO:0000796]; chromatin binding [GO:0003682]; mitotic chromosome condensation [GO:0007076]
XP_027048808.1	A0A3M6TKZ4	unreviewed	A0A3M6TKZ4_POCDA	RING-type domain-containing protein	pdam_00001256	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	138	cullin-RING ubiquitin ligase complex [GO:0031461]; cytoplasm [GO:0005737]; nucleus [GO:0005634]		GO:0005634; GO:0005737; GO:0008270; GO:0031461	zinc ion binding [GO:0008270]	cullin-RING ubiquitin ligase complex [GO:0031461]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; zinc ion binding [GO:0008270]
