From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)
KAK2560180.1	A0AAD9V493	unreviewed	A0AAD9V493_ACRCE	N-acetyltransferase family 8 member 2	P5673_017159	Acropora cervicornis (Staghorn coral)	238	membrane [GO:0016020]		GO:0008080; GO:0016020	N-acetyltransferase activity [GO:0008080]	membrane [GO:0016020]; N-acetyltransferase activity [GO:0008080]
KAK2569895.1	A0AAD9QYS2	unreviewed	A0AAD9QYS2_ACRCE	Uncharacterized protein	P5673_005751	Acropora cervicornis (Staghorn coral)	3653					
CAB3998989.1	A0A6S7H411	unreviewed	A0A6S7H411_PARCT	RNA-directed DNA polymerase from mobile element jockey	PACLA_8A075836	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	1264			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]
KAK2573746.1	A0AAD9R658	unreviewed	A0AAD9R658_ACRCE	dTMP kinase (EC 2.7.4.9)	P5673_001435	Acropora cervicornis (Staghorn coral)	241	cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]	dTDP biosynthetic process [GO:0006233]; dTTP biosynthetic process [GO:0006235]; dUDP biosynthetic process [GO:0006227]	GO:0004550; GO:0004798; GO:0005524; GO:0005634; GO:0005739; GO:0005829; GO:0006227; GO:0006233; GO:0006235	ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; thymidylate kinase activity [GO:0004798]	cytosol [GO:0005829]; mitochondrion [GO:0005739]; nucleus [GO:0005634]; ATP binding [GO:0005524]; nucleoside diphosphate kinase activity [GO:0004550]; thymidylate kinase activity [GO:0004798]; dTDP biosynthetic process [GO:0006233]; dTTP biosynthetic process [GO:0006235]; dUDP biosynthetic process [GO:0006227]
KAJ7381825.1	A0A9X0D015	unreviewed	A0A9X0D015_9CNID	HECT domain-containing protein	OS493_038801	Desmophyllum pertusum	675			GO:0004842	ubiquitin-protein transferase activity [GO:0004842]	ubiquitin-protein transferase activity [GO:0004842]
KAJ7391982.1	A0A9X0A241	unreviewed	A0A9X0A241_9CNID	Uncharacterized protein	OS493_014911	Desmophyllum pertusum	438					
KAK2571045.1	A0AAD9R1G5	unreviewed	A0AAD9R1G5_ACRCE	Zinc finger MYM-type protein 1	P5673_003587	Acropora cervicornis (Staghorn coral)	312					
KAK2564441.1	A0AAD9QNX3	unreviewed	A0AAD9QNX3_ACRCE	Uncharacterized protein	P5673_011873	Acropora cervicornis (Staghorn coral)	1681					
KAK2563673.1	A0AAD9V719	unreviewed	A0AAD9V719_ACRCE	Glycoprotein hormone G-protein coupled receptor	P5673_012651	Acropora cervicornis (Staghorn coral)	1041	plasma membrane [GO:0005886]	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; hormone-mediated signaling pathway [GO:0009755]	GO:0005886; GO:0007189; GO:0008528; GO:0009755	G protein-coupled peptide receptor activity [GO:0008528]	plasma membrane [GO:0005886]; G protein-coupled peptide receptor activity [GO:0008528]; adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; hormone-mediated signaling pathway [GO:0009755]
CAB4035006.1	A0A6S7JQN7	unreviewed	A0A6S7JQN7_PARCT	Retrovirus-related Pol poly from transposon TNT 1-94	PACLA_8A016273	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	774		DNA integration [GO:0015074]; DNA recombination [GO:0006310]	GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0006310; GO:0008270; GO:0015074	DNA-directed DNA polymerase activity [GO:0003887]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]	DNA-directed DNA polymerase activity [GO:0003887]; endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; zinc ion binding [GO:0008270]; DNA integration [GO:0015074]; DNA recombination [GO:0006310]
KAK2566130.1	A0AAD9QRP7	unreviewed	A0AAD9QRP7_ACRCE	C2H2-type domain-containing protein	P5673_009575	Acropora cervicornis (Staghorn coral)	1197			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
KAK2550152.1	A0AAD9PW21	unreviewed	A0AAD9PW21_ACRCE	Uncharacterized protein	P5673_029183	Acropora cervicornis (Staghorn coral)	356					
PFX27356.1	A0A2B4SDB1	unreviewed	A0A2B4SDB1_STYPI	Uncharacterized protein	AWC38_SpisGene7936	Stylophora pistillata (Smooth cauliflower coral)	283					
PFX12485.1	A0A2B4R882	unreviewed	A0A2B4R882_STYPI	Uncharacterized protein	AWC38_SpisGene23553	Stylophora pistillata (Smooth cauliflower coral)	374					
KAK2552712.1	A0AAD9Q0W2	unreviewed	A0AAD9Q0W2_ACRCE	Uncharacterized protein	P5673_026111	Acropora cervicornis (Staghorn coral)	215					
KAJ7385200.1	A0A9X0D371	unreviewed	A0A9X0D371_9CNID	Spindle assembly	HAUS5 OS493_017578	Desmophyllum pertusum	692	centrosome [GO:0005813]; HAUS complex [GO:0070652]	centrosome cycle [GO:0007098]; spindle assembly [GO:0051225]	GO:0005813; GO:0007098; GO:0051225; GO:0070652		centrosome [GO:0005813]; HAUS complex [GO:0070652]; centrosome cycle [GO:0007098]; spindle assembly [GO:0051225]
KAK2552096.1	A0AAD9Q092	unreviewed	A0AAD9Q092_ACRCE	CCHC-type domain-containing protein	P5673_026843	Acropora cervicornis (Staghorn coral)	639		proteolysis [GO:0006508]	GO:0003676; GO:0004190; GO:0006508; GO:0008270	aspartic-type endopeptidase activity [GO:0004190]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	aspartic-type endopeptidase activity [GO:0004190]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]
KAK2547315.1	A0AAD9PR51	unreviewed	A0AAD9PR51_ACRCE	Integrase zinc-binding domain-containing protein	P5673_032817	Acropora cervicornis (Staghorn coral)	1721					
KAK2552991.1	A0AAD9UWY1	unreviewed	A0AAD9UWY1_ACRCE	Uncharacterized protein	P5673_025705	Acropora cervicornis (Staghorn coral)	233					
PFX19653.1	A0A2B4RS87	unreviewed	A0A2B4RS87_STYPI	Integrase catalytic domain-containing protein	AWC38_SpisGene15937	Stylophora pistillata (Smooth cauliflower coral)	460		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
CAB4007821.1	A0A6S7IPY5	unreviewed	A0A6S7IPY5_PARCT	RNA-directed DNA polymerase from mobile element jockey	PACLA_8A088648	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	1541			GO:0003755; GO:0003964	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; RNA-directed DNA polymerase activity [GO:0003964]	peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; RNA-directed DNA polymerase activity [GO:0003964]
KAK2562868.1	A0AAD9QKB6	unreviewed	A0AAD9QKB6_ACRCE	Uncharacterized protein	P5673_013833	Acropora cervicornis (Staghorn coral)	367					
PFX19724.1	A0A2B4RMR5	unreviewed	A0A2B4RMR5_STYPI	Uncharacterized protein	AWC38_SpisGene15867	Stylophora pistillata (Smooth cauliflower coral)	332					
CAB4015449.1	A0A6S7IEN1	unreviewed	A0A6S7IEN1_PARCT	Uncharacterized protein	PACLA_8A071312	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	195					
KAK2552987.1	A0AAD9Q1F8	unreviewed	A0AAD9Q1F8_ACRCE	DNA-directed DNA polymerase (EC 2.7.7.7)	P5673_025700	Acropora cervicornis (Staghorn coral)	849		DNA repair [GO:0006281]; DNA replication [GO:0006260]	GO:0000166; GO:0003677; GO:0003887; GO:0006260; GO:0006281	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]	DNA binding [GO:0003677]; DNA-directed DNA polymerase activity [GO:0003887]; nucleotide binding [GO:0000166]; DNA repair [GO:0006281]; DNA replication [GO:0006260]
PFX18970.1	A0A2B4RQZ2	unreviewed	A0A2B4RQZ2_STYPI	Uncharacterized protein	AWC38_SpisGene16654	Stylophora pistillata (Smooth cauliflower coral)	323					
KAK2569763.1	A0AAD9VCR7	unreviewed	A0AAD9VCR7_ACRCE	Store-operated calcium entry-associated regulatory factor (Transmembrane protein 66)	P5673_005602	Acropora cervicornis (Staghorn coral)	343	endoplasmic reticulum membrane [GO:0005789]	calcium ion transport [GO:0006816]; regulation of store-operated calcium entry [GO:2001256]	GO:0005789; GO:0006816; GO:2001256		endoplasmic reticulum membrane [GO:0005789]; calcium ion transport [GO:0006816]; regulation of store-operated calcium entry [GO:2001256]
KAK2567709.1	A0AAD9VB03	unreviewed	A0AAD9VB03_ACRCE	Uncharacterized protein	P5673_008568	Acropora cervicornis (Staghorn coral)	241					
KAJ7374260.1	A0A9W9Z3G6	unreviewed	A0A9W9Z3G6_9CNID	Uncharacterized protein	OS493_007341	Desmophyllum pertusum	217					
KAK2556630.1	A0AAD9Q979	unreviewed	A0AAD9Q979_ACRCE	DNA mismatch repair protein MutS	P5673_021178	Acropora cervicornis (Staghorn coral)	265	mitochondrion [GO:0005739]; nucleus [GO:0005634]	mismatch repair [GO:0006298]; mitochondrial DNA repair [GO:0043504]	GO:0005524; GO:0005634; GO:0005739; GO:0006298; GO:0030983; GO:0043504; GO:0140664	ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; mismatched DNA binding [GO:0030983]	mitochondrion [GO:0005739]; nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; mismatched DNA binding [GO:0030983]; mismatch repair [GO:0006298]; mitochondrial DNA repair [GO:0043504]
PFX23252.1	A0A2B4S408	unreviewed	A0A2B4S408_STYPI	Mutator-like transposase domain-containing protein	AWC38_SpisGene12197	Stylophora pistillata (Smooth cauliflower coral)	629					
PFX28656.1	A0A2B4SH22	unreviewed	A0A2B4SH22_STYPI	PiggyBac transposable element-derived protein 5	PGBD5 AWC38_SpisGene6596	Stylophora pistillata (Smooth cauliflower coral)	407					
KAK2572185.1	A0AAD9R3L0	unreviewed	A0AAD9R3L0_ACRCE	Uncharacterized protein	P5673_002396	Acropora cervicornis (Staghorn coral)	371					
KAJ7376794.1	A0A9W9ZB33	unreviewed	A0A9W9ZB33_9CNID	Apple domain-containing protein	OS493_032529	Desmophyllum pertusum	104					
PFX13223.1	A0A2B4R8S6	unreviewed	A0A2B4R8S6_STYPI	Serine/threonine-protein kinase ULK2	ULK2 AWC38_SpisGene22719	Stylophora pistillata (Smooth cauliflower coral)	933			GO:0004672; GO:0004842; GO:0005524	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; ubiquitin-protein transferase activity [GO:0004842]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; ubiquitin-protein transferase activity [GO:0004842]
KAK2552672.1	A0AAD9Q0U2	unreviewed	A0AAD9Q0U2_ACRCE	RNA-directed DNA polymerase from mobile element jockey	P5673_026051	Acropora cervicornis (Staghorn coral)	308			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]
CAB3983244.1	A0A6S7FTD2	unreviewed	A0A6S7FTD2_PARCT	Transposon Ty3-G Gag-Pol poly	PACLA_8A014787	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	302		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
KAJ7378073.1	A0A9X0CXK1	unreviewed	A0A9X0CXK1_9CNID	Thiaminase-2/PQQC domain-containing protein	OS493_024736	Desmophyllum pertusum	250	cytosol [GO:0005829]	thiamine metabolic process [GO:0006772]	GO:0005829; GO:0006772		cytosol [GO:0005829]; thiamine metabolic process [GO:0006772]
KAK2553444.1	A0AAD9UXB7	unreviewed	A0AAD9UXB7_ACRCE	Coiled-coil domain-containing protein 6	P5673_025200	Acropora cervicornis (Staghorn coral)	398					
CAH3155365.1	A0AAU9XPY2	unreviewed	A0AAU9XPY2_9CNID	HECT domain-containing protein	PMEA_00028152	Pocillopora meandrina	370			GO:0004842	ubiquitin-protein transferase activity [GO:0004842]	ubiquitin-protein transferase activity [GO:0004842]
KAK2561538.1	A0AAD9QHP7	unreviewed	A0AAD9QHP7_ACRCE	Dynein light chain roadblock-type 2	P5673_015514	Acropora cervicornis (Staghorn coral)	153					
KAK2558785.1	A0AAD9V2X3	unreviewed	A0AAD9V2X3_ACRCE	Integrase catalytic domain-containing protein	P5673_019000	Acropora cervicornis (Staghorn coral)	868		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
PFX22002.1	A0A2B4S0G9	unreviewed	A0A2B4S0G9_STYPI	Contactin-associated protein-like 2	Cntnap2 AWC38_SpisGene13498	Stylophora pistillata (Smooth cauliflower coral)	315					
KAK2560836.1	A0AAD9V4E5	unreviewed	A0AAD9V4E5_ACRCE	Uncharacterized protein	P5673_016646	Acropora cervicornis (Staghorn coral)	489					
KAK2549565.1	A0AAD9PVS0	unreviewed	A0AAD9PVS0_ACRCE	Transposon Ty3-I Gag-Pol polyprotein	P5673_029952	Acropora cervicornis (Staghorn coral)	811			GO:0003676; GO:0004519; GO:0008270	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; zinc ion binding [GO:0008270]
KAK2564677.1	A0AAD9V8B4	unreviewed	A0AAD9V8B4_ACRCE	C2H2-type domain-containing protein	P5673_012158	Acropora cervicornis (Staghorn coral)	1040			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
KAJ7394800.1	A0A9X0DCE2	unreviewed	A0A9X0DCE2_9CNID	Uncharacterized protein	OS493_000634	Desmophyllum pertusum	542					
KAK2563731.1	A0AAD9V731	unreviewed	A0AAD9V731_ACRCE	Integrase catalytic domain-containing protein	P5673_012717	Acropora cervicornis (Staghorn coral)	1347		DNA integration [GO:0015074]	GO:0003676; GO:0015074	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA integration [GO:0015074]
KAK2548826.1	A0AAD9PTW9	unreviewed	A0AAD9PTW9_ACRCE	Homeobox protein goosecoid isoform B	P5673_030868	Acropora cervicornis (Staghorn coral)	326	nucleus [GO:0005634]		GO:0000978; GO:0000981; GO:0005634	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]
KAK2568905.1	A0AAD9QWX8	unreviewed	A0AAD9QWX8_ACRCE	RNA-directed DNA polymerase from mobile element jockey	P5673_006971	Acropora cervicornis (Staghorn coral)	834	extracellular matrix [GO:0031012]		GO:0003964; GO:0031012	RNA-directed DNA polymerase activity [GO:0003964]	extracellular matrix [GO:0031012]; RNA-directed DNA polymerase activity [GO:0003964]
KAK2570360.1	A0AAD9QZN6	unreviewed	A0AAD9QZN6_ACRCE	Uncharacterized protein	P5673_005156	Acropora cervicornis (Staghorn coral)	178					
CAB4033695.1	A0A6S7JME5	unreviewed	A0A6S7JME5_PARCT	Uncharacterized protein	PACLA_8A024455	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	408					
KAK2572094.1	A0AAD9R2U5	unreviewed	A0AAD9R2U5_ACRCE	Beta-galactosidase	P5673_002293	Acropora cervicornis (Staghorn coral)	645		carbohydrate metabolic process [GO:0005975]	GO:0004565; GO:0005975	beta-galactosidase activity [GO:0004565]	beta-galactosidase activity [GO:0004565]; carbohydrate metabolic process [GO:0005975]
KAJ7382720.1	A0A9W9ZJX9	unreviewed	A0A9W9ZJX9_9CNID	NACHT domain-containing protein	OS493_033284	Desmophyllum pertusum	812					
CAB4037536.1	A0A7D9LUS6	unreviewed	A0A7D9LUS6_PARCT	Transposon Tf2-9 poly	PACLA_8A081352	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	302			GO:0003676	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]
CAB3995780.1	A0A7D9HYA0	unreviewed	A0A7D9HYA0_PARCT	RNA-directed DNA polymerase from transposon X-element	PACLA_8A053365	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	348			GO:0003964	RNA-directed DNA polymerase activity [GO:0003964]	RNA-directed DNA polymerase activity [GO:0003964]
CAH3037377.1	A0AAU9VSV3	unreviewed	A0AAU9VSV3_9CNID	C2H2-type domain-containing protein	PMEA_00021880	Pocillopora meandrina	453			GO:0008270	zinc ion binding [GO:0008270]	zinc ion binding [GO:0008270]
KAK2564150.1	A0AAD9QMQ9	unreviewed	A0AAD9QMQ9_ACRCE	Uncharacterized protein	P5673_012387	Acropora cervicornis (Staghorn coral)	213					
KAK2568708.1	A0AAD9QWA2	unreviewed	A0AAD9QWA2_ACRCE	C2H2-type domain-containing protein	P5673_006702	Acropora cervicornis (Staghorn coral)	1196					
KAK2546744.1	A0AAD9PPQ0	unreviewed	A0AAD9PPQ0_ACRCE	Enzymatic polyprotein	P5673_033616	Acropora cervicornis (Staghorn coral)	411		DNA metabolic process [GO:0006259]	GO:0003676; GO:0006259	nucleic acid binding [GO:0003676]	nucleic acid binding [GO:0003676]; DNA metabolic process [GO:0006259]
KAJ7331261.1	A0A9W9YBG2	unreviewed	A0A9W9YBG2_9CNID	DUF3990 domain-containing protein	OS493_020046	Desmophyllum pertusum	310					
KAK2549579.1	A0AAD9PV97	unreviewed	A0AAD9PV97_ACRCE	Transposon Tf2-6 polyprotein	P5673_029968	Acropora cervicornis (Staghorn coral)	1257		DNA integration [GO:0015074]	GO:0003676; GO:0003964; GO:0004519; GO:0015074	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]	endonuclease activity [GO:0004519]; nucleic acid binding [GO:0003676]; RNA-directed DNA polymerase activity [GO:0003964]; DNA integration [GO:0015074]
KAK2563883.1	A0AAD9V789	unreviewed	A0AAD9V789_ACRCE	Uncharacterized protein	P5673_012891	Acropora cervicornis (Staghorn coral)	91	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]
KAK2562778.1	A0AAD9QK55	unreviewed	A0AAD9QK55_ACRCE	Protein unc-13-like protein B	P5673_013723	Acropora cervicornis (Staghorn coral)	1863	neuromuscular junction [GO:0031594]; presynaptic active zone cytoplasmic component [GO:0098831]; presynaptic membrane [GO:0042734]; synaptic vesicle membrane [GO:0030672]; terminal bouton [GO:0043195]	dense core granule priming [GO:0061789]; presynaptic dense core vesicle exocytosis [GO:0099525]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle docking [GO:0016081]; synaptic vesicle priming [GO:0016082]	GO:0005516; GO:0016081; GO:0016082; GO:0017075; GO:0019992; GO:0030672; GO:0031594; GO:0035249; GO:0042734; GO:0043195; GO:0046872; GO:0061789; GO:0098831; GO:0099525	calmodulin binding [GO:0005516]; diacylglycerol binding [GO:0019992]; metal ion binding [GO:0046872]; syntaxin-1 binding [GO:0017075]	neuromuscular junction [GO:0031594]; presynaptic active zone cytoplasmic component [GO:0098831]; presynaptic membrane [GO:0042734]; synaptic vesicle membrane [GO:0030672]; terminal bouton [GO:0043195]; calmodulin binding [GO:0005516]; diacylglycerol binding [GO:0019992]; metal ion binding [GO:0046872]; syntaxin-1 binding [GO:0017075]; dense core granule priming [GO:0061789]; presynaptic dense core vesicle exocytosis [GO:0099525]; synaptic transmission, glutamatergic [GO:0035249]; synaptic vesicle docking [GO:0016081]; synaptic vesicle priming [GO:0016082]
KAJ7394662.1	A0A9X0DBP6	unreviewed	A0A9X0DBP6_9CNID	Peptidase M13 C-terminal domain-containing protein	OS493_000483	Desmophyllum pertusum	271	plasma membrane [GO:0005886]	protein processing [GO:0016485]	GO:0004222; GO:0005886; GO:0016485	metalloendopeptidase activity [GO:0004222]	plasma membrane [GO:0005886]; metalloendopeptidase activity [GO:0004222]; protein processing [GO:0016485]
KAK2547141.1	A0AAD9URE6	unreviewed	A0AAD9URE6_ACRCE	Uncharacterized protein	P5673_033083	Acropora cervicornis (Staghorn coral)	249					
RMX51940.1	A0A3M6UE35	unreviewed	A0A3M6UE35_POCDA	Uncharacterized protein	pdam_00004727	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	506					
CAH3155059.1	A0AAU9XS70	unreviewed	A0AAU9XS70_9CNID	VWFA domain-containing protein	PMEA_00027949	Pocillopora meandrina	2105	voltage-gated calcium channel complex [GO:0005891]		GO:0005245; GO:0005891	voltage-gated calcium channel activity [GO:0005245]	voltage-gated calcium channel complex [GO:0005891]; voltage-gated calcium channel activity [GO:0005245]
KAK2175370.1	A0AAD9KQ92	unreviewed	A0AAD9KQ92_RIDPI	Endonuclease/exonuclease/phosphatase domain-containing protein	NP493_737g01011	Ridgeia piscesae (Tubeworm)	457			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]
