From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (cellular component)	Gene Ontology (biological process)	Gene Ontology IDs	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Names (primary)
XP_027058029.1	A0A3M6UTY8	unreviewed	A0A3M6UTY8_POCDA	Small ribosomal subunit protein mS25 (28S ribosomal protein S25, mitochondrial)	pdam_00006187	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	170	mitochondrion [GO:0005739]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]		GO:0003735; GO:0005739; GO:0005840; GO:1990904	structural constituent of ribosome [GO:0003735]	mitochondrion [GO:0005739]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]	
XP_027053691.1	A0A3M6T9A6	unreviewed	A0A3M6T9A6_POCDA	GNAS complex locus	pdam_00023986	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	144	cytoplasm [GO:0005737]; heterotrimeric G-protein complex [GO:0005834]	adenylate cyclase-activating dopamine receptor signaling pathway [GO:0007191]; sensory perception of chemical stimulus [GO:0007606]	GO:0001664; GO:0003924; GO:0005525; GO:0005737; GO:0005834; GO:0007191; GO:0007606; GO:0031683	G protein-coupled receptor binding [GO:0001664]; G-protein beta/gamma-subunit complex binding [GO:0031683]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]	cytoplasm [GO:0005737]; heterotrimeric G-protein complex [GO:0005834]; G protein-coupled receptor binding [GO:0001664]; G-protein beta/gamma-subunit complex binding [GO:0031683]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; adenylate cyclase-activating dopamine receptor signaling pathway [GO:0007191]; sensory perception of chemical stimulus [GO:0007606]	
XP_027059769.1	A0A3M6UQH0	unreviewed	A0A3M6UQH0_POCDA	small monomeric GTPase (EC 3.6.5.2)	pdam_00006282	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	217			GO:0003924; GO:0005525	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]	
XP_027056146.1	A0A3M6UXZ1	unreviewed	A0A3M6UXZ1_POCDA	Anaphase-promoting complex subunit 4 WD40 domain-containing protein	pdam_00020103	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	386	nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]	ribosomal large subunit biogenesis [GO:0042273]	GO:0005730; GO:0030687; GO:0042273		nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]; ribosomal large subunit biogenesis [GO:0042273]	
XP_027043317.1	A0A3M6TYP8	unreviewed	A0A3M6TYP8_POCDA	C2 domain-containing protein	pdam_00018720	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	438	exocytic vesicle [GO:0070382]; plasma membrane [GO:0005886]	calcium-ion regulated exocytosis [GO:0017156]	GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005886; GO:0017156; GO:0030276; GO:0070382	calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; clathrin binding [GO:0030276]; phosphatidylserine binding [GO:0001786]; SNARE binding [GO:0000149]	exocytic vesicle [GO:0070382]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; calcium-dependent phospholipid binding [GO:0005544]; clathrin binding [GO:0030276]; phosphatidylserine binding [GO:0001786]; SNARE binding [GO:0000149]; calcium-ion regulated exocytosis [GO:0017156]	
XP_027046840.1	A0A3M6TQU2	unreviewed	A0A3M6TQU2_POCDA	SAM domain-containing protein	pdam_00006399	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	802						
XP_027050901.1	A0A3M6TFW6	unreviewed	A0A3M6TFW6_POCDA	KIF-binding protein	pdam_00016561	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	618	cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]	microtubule cytoskeleton organization [GO:0000226]; neuron projection maintenance [GO:1990535]	GO:0000226; GO:0005737; GO:0005856; GO:1990535		cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; microtubule cytoskeleton organization [GO:0000226]; neuron projection maintenance [GO:1990535]	
XP_022796582.1	A0A2B4SBC4	unreviewed	A0A2B4SBC4_STYPI	Manganese-dependent ADP-ribose/CDP-alcohol diphosphatase	ADPRM AWC38_SpisGene9216	Stylophora pistillata (Smooth cauliflower coral)	507			GO:0008663; GO:0030145; GO:0047631; GO:0047734	2',3'-cyclic-nucleotide 2'-phosphodiesterase activity [GO:0008663]; ADP-ribose diphosphatase activity [GO:0047631]; CDP-glycerol diphosphatase activity [GO:0047734]; manganese ion binding [GO:0030145]	2',3'-cyclic-nucleotide 2'-phosphodiesterase activity [GO:0008663]; ADP-ribose diphosphatase activity [GO:0047631]; CDP-glycerol diphosphatase activity [GO:0047734]; manganese ion binding [GO:0030145]	ADPRM
XP_027046496.1	A0A3M6V0S0	unreviewed	A0A3M6V0S0_POCDA	Ig-like domain-containing protein	pdam_00003601	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	210	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
XP_027042216.1	A0A3M6U0U6	unreviewed	A0A3M6U0U6_POCDA	Uncharacterized protein	pdam_00012906	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	455	centriole [GO:0005814]; cilium [GO:0005929]; intraciliary transport particle B [GO:0030992]	cilium assembly [GO:0060271]; intraciliary transport [GO:0042073]	GO:0005814; GO:0005929; GO:0030992; GO:0042073; GO:0060271		centriole [GO:0005814]; cilium [GO:0005929]; intraciliary transport particle B [GO:0030992]; cilium assembly [GO:0060271]; intraciliary transport [GO:0042073]	
XP_027043967.1	A0A3M6TX07	unreviewed	A0A3M6TX07_POCDA	Mitogen-activated protein kinase (EC 2.7.11.24)	pdam_00020223	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	396	cytoplasm [GO:0005737]		GO:0004705; GO:0005524; GO:0005737; GO:0106310	ATP binding [GO:0005524]; JUN kinase activity [GO:0004705]; protein serine kinase activity [GO:0106310]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; JUN kinase activity [GO:0004705]; protein serine kinase activity [GO:0106310]	
XP_027049346.1	A0A3M6TJK1	unreviewed	A0A3M6TJK1_POCDA	GIY-YIG domain-containing protein	pdam_00013081	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	151						
XP_027054823.1	A0A3M6T6H0	unreviewed	A0A3M6T6H0_POCDA	Fe2OG dioxygenase domain-containing protein	pdam_00005068	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	324			GO:0016491; GO:0046872	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	
XP_027053718.1	A0A3M6T943	unreviewed	A0A3M6T943_POCDA	Peptide-N-glycosidase F N-terminal domain-containing protein	pdam_00007074	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	720			GO:0016715	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen [GO:0016715]	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen [GO:0016715]	
XP_027054100.1	A0A3M6T881	unreviewed	A0A3M6T881_POCDA	OTU domain-containing protein	pdam_00016622	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	1031						
XP_027047885.1	A0A3M6TNA7	unreviewed	A0A3M6TNA7_POCDA	Uncharacterized protein	pdam_00005174	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	129	membrane [GO:0016020]		GO:0016020		membrane [GO:0016020]	
XP_027043541.1	A0A3M6TXZ7	unreviewed	A0A3M6TXZ7_POCDA	Proteasome subunit beta	pdam_00000664	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	205	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex, beta-subunit complex [GO:0019774]	proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	GO:0005634; GO:0005737; GO:0019774; GO:0043161		cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex, beta-subunit complex [GO:0019774]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]	
XP_027055173.1	A0A3M6T5X8	unreviewed	A0A3M6T5X8_POCDA	Sulfotransferase domain-containing protein	pdam_00015812	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	403		N-acetylglucosamine metabolic process [GO:0006044]; sulfur compound metabolic process [GO:0006790]	GO:0001517; GO:0006044; GO:0006790	N-acetylglucosamine 6-O-sulfotransferase activity [GO:0001517]	N-acetylglucosamine 6-O-sulfotransferase activity [GO:0001517]; N-acetylglucosamine metabolic process [GO:0006044]; sulfur compound metabolic process [GO:0006790]	
XP_027047994.1	A0A3M6TMU7	unreviewed	A0A3M6TMU7_POCDA	Iodothyronine deiodinase	pdam_00011849	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	249	membrane [GO:0016020]	hormone biosynthetic process [GO:0042446]; thyroid hormone metabolic process [GO:0042403]	GO:0004800; GO:0016020; GO:0042403; GO:0042446	thyroxine 5'-deiodinase activity [GO:0004800]	membrane [GO:0016020]; thyroxine 5'-deiodinase activity [GO:0004800]; hormone biosynthetic process [GO:0042446]; thyroid hormone metabolic process [GO:0042403]	
XP_028518360.1	A0A913YS87	unreviewed	A0A913YS87_EXADI	Endonuclease/exonuclease/phosphatase domain-containing protein		Exaiptasia diaphana (Tropical sea anemone) (Aiptasia pulchella)	378			GO:0003824	catalytic activity [GO:0003824]	catalytic activity [GO:0003824]	
XP_022787505.1	A0A2B4SDJ5	unreviewed	A0A2B4SDJ5_STYPI	Isopenicillin N epimerase	cefD AWC38_SpisGene7856	Stylophora pistillata (Smooth cauliflower coral)	477						cefD
XP_027057040.1	A0A3M6UW16	unreviewed	A0A3M6UW16_POCDA	G-protein coupled receptors family 1 profile domain-containing protein	pdam_00006778	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	708	plasma membrane [GO:0005886]		GO:0004930; GO:0005886	G protein-coupled receptor activity [GO:0004930]	plasma membrane [GO:0005886]; G protein-coupled receptor activity [GO:0004930]	
XP_027050143.1	A0A3M6THX1	unreviewed	A0A3M6THX1_POCDA	Uncharacterized protein	pdam_00006506	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	172	cytoplasm [GO:0005737]		GO:0004857; GO:0005737; GO:0019208	enzyme inhibitor activity [GO:0004857]; phosphatase regulator activity [GO:0019208]	cytoplasm [GO:0005737]; enzyme inhibitor activity [GO:0004857]; phosphatase regulator activity [GO:0019208]	
XP_027058628.1	A0A3M6US90	unreviewed	A0A3M6US90_POCDA	Uncharacterized protein	pdam_00002396	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	392	membrane [GO:0016020]	endosomal transport [GO:0016197]; vacuole organization [GO:0007033]	GO:0005524; GO:0007033; GO:0016020; GO:0016197; GO:0016887	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	membrane [GO:0016020]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; endosomal transport [GO:0016197]; vacuole organization [GO:0007033]	
XP_022800693.1	A0A2B4RSD0	unreviewed	A0A2B4RSD0_STYPI	Protein BTG1	Btg1 AWC38_SpisGene16354	Stylophora pistillata (Smooth cauliflower coral)	159	cytoplasm [GO:0005737]; nucleus [GO:0005634]		GO:0005634; GO:0005737		cytoplasm [GO:0005737]; nucleus [GO:0005634]	Btg1
XP_027054253.1	A0A3M6T7Y1	unreviewed	A0A3M6T7Y1_POCDA	Uncharacterized protein	pdam_00011716	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	312	intracellular membrane-bounded organelle [GO:0043231]	steroid metabolic process [GO:0008202]	GO:0008202; GO:0016491; GO:0043231	oxidoreductase activity [GO:0016491]	intracellular membrane-bounded organelle [GO:0043231]; oxidoreductase activity [GO:0016491]; steroid metabolic process [GO:0008202]	
XP_027037369.1	A0A3M6UCY1	unreviewed	A0A3M6UCY1_POCDA	NAD-dependent epimerase/dehydratase domain-containing protein	pdam_00011356	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	427	cytosol [GO:0005829]	monosaccharide metabolic process [GO:0005996]	GO:0003978; GO:0005829; GO:0005996	UDP-glucose 4-epimerase activity [GO:0003978]	cytosol [GO:0005829]; UDP-glucose 4-epimerase activity [GO:0003978]; monosaccharide metabolic process [GO:0005996]	
XP_027041376.1	A0A3M6U2L2	unreviewed	A0A3M6U2L2_POCDA	Sterol carrier protein 2 (EC 2.3.1.155) (EC 2.3.1.16) (EC 2.3.1.176) (Acetyl-CoA C-myristoyltransferase) (Non-specific lipid-transfer protein) (Propanoyl-CoA C-acyltransferase) (SCP-2/3-oxoacyl-CoA thiolase) (SCP-2/thiolase) (SCP-chi) (Sterol carrier protein X)	pdam_00005308	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	465	peroxisome [GO:0005777]	lipid metabolic process [GO:0006629]; lipid transport [GO:0006869]	GO:0003988; GO:0005777; GO:0006629; GO:0006869; GO:0008289; GO:0033814; GO:0050632; GO:0050633	acetyl-CoA C-acyltransferase activity [GO:0003988]; acetyl-CoA C-myristoyltransferase activity [GO:0050633]; lipid binding [GO:0008289]; propanoyl-CoA C-acyltransferase activity [GO:0033814]; propionyl-CoA C2-trimethyltridecanoyltransferase activity [GO:0050632]	peroxisome [GO:0005777]; acetyl-CoA C-acyltransferase activity [GO:0003988]; acetyl-CoA C-myristoyltransferase activity [GO:0050633]; lipid binding [GO:0008289]; propanoyl-CoA C-acyltransferase activity [GO:0033814]; propionyl-CoA C2-trimethyltridecanoyltransferase activity [GO:0050632]; lipid metabolic process [GO:0006629]; lipid transport [GO:0006869]	
XP_027044318.1	A0A3M6TWP8	unreviewed	A0A3M6TWP8_POCDA	Uncharacterized protein	pdam_00004132	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	276						
XP_027054750.1	A0A3M6UYZ5	unreviewed	A0A3M6UYZ5_POCDA	Uncharacterized protein	pdam_00018838	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	594						
XP_027047767.1	A0A3M6TNM9	unreviewed	A0A3M6TNM9_POCDA	Sm domain-containing protein	pdam_00020889	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	117	cytoplasmic U snRNP body [GO:0071254]; nuclear body [GO:0016604]	mRNA 3'-end processing by stem-loop binding and cleavage [GO:0006398]	GO:0006398; GO:0016604; GO:0071208; GO:0071209; GO:0071254	histone pre-mRNA DCP binding [GO:0071208]; U7 snRNA binding [GO:0071209]	cytoplasmic U snRNP body [GO:0071254]; nuclear body [GO:0016604]; histone pre-mRNA DCP binding [GO:0071208]; U7 snRNA binding [GO:0071209]; mRNA 3'-end processing by stem-loop binding and cleavage [GO:0006398]	
XP_027039820.1	A0A3M6U6C4	unreviewed	A0A3M6U6C4_POCDA	Uncharacterized protein	pdam_00013559	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	561		proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]	GO:0000209; GO:0043161; GO:0061630	ubiquitin protein ligase activity [GO:0061630]	ubiquitin protein ligase activity [GO:0061630]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein polyubiquitination [GO:0000209]	
XP_027037669.1	A0A3M6UBT8	unreviewed	A0A3M6UBT8_POCDA	F5/8 type C domain-containing protein	pdam_00015790	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	181						
XP_027042468.1	A0A3M6U0J0	unreviewed	A0A3M6U0J0_POCDA	Uncharacterized protein	pdam_00021754	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	249						
XP_027046670.1	A0A3M6UM94	unreviewed	A0A3M6UM94_POCDA	Uncharacterized protein	pdam_00009330	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	147						
XP_027043098.1	A0A3M6UMQ7	unreviewed	A0A3M6UMQ7_POCDA	Uncharacterized protein	pdam_00024802	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	195						
XP_027038785.1	A0A3M6U8Y1	unreviewed	A0A3M6U8Y1_POCDA	CCD97-like C-terminal domain-containing protein	pdam_00002842	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	285						
XP_027045406.1	A0A3M6TTU4	unreviewed	A0A3M6TTU4_POCDA	Nipped-B protein	pdam_00009280	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	2036	Scc2-Scc4 cohesin loading complex [GO:0090694]	chromatin looping [GO:0140588]; establishment of mitotic sister chromatid cohesion [GO:0034087]; establishment of protein localization to chromatin [GO:0071169]; regulation of gene expression [GO:0010468]; replication-born double-strand break repair via sister chromatid exchange [GO:1990414]	GO:0003682; GO:0010468; GO:0034087; GO:0061775; GO:0071169; GO:0090694; GO:0140588; GO:1990414	chromatin binding [GO:0003682]; cohesin loader activity [GO:0061775]	Scc2-Scc4 cohesin loading complex [GO:0090694]; chromatin binding [GO:0003682]; cohesin loader activity [GO:0061775]; chromatin looping [GO:0140588]; establishment of mitotic sister chromatid cohesion [GO:0034087]; establishment of protein localization to chromatin [GO:0071169]; regulation of gene expression [GO:0010468]; replication-born double-strand break repair via sister chromatid exchange [GO:1990414]	
XP_027038246.1	A0A3M6UAC4	unreviewed	A0A3M6UAC4_POCDA	Capsule synthesis protein CapA domain-containing protein	pdam_00009686	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	727						
XP_027051371.1	A0A3M6TEH8	unreviewed	A0A3M6TEH8_POCDA	Homeobox domain-containing protein	pdam_00007130	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	617	nucleus [GO:0005634]	regulation of DNA-templated transcription [GO:0006355]	GO:0003677; GO:0005634; GO:0006355	DNA binding [GO:0003677]	nucleus [GO:0005634]; DNA binding [GO:0003677]; regulation of DNA-templated transcription [GO:0006355]	
XP_027048808.1	A0A3M6TKZ4	unreviewed	A0A3M6TKZ4_POCDA	RING-type domain-containing protein	pdam_00001256	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	138	cullin-RING ubiquitin ligase complex [GO:0031461]; cytoplasm [GO:0005737]; nucleus [GO:0005634]		GO:0005634; GO:0005737; GO:0008270; GO:0031461	zinc ion binding [GO:0008270]	cullin-RING ubiquitin ligase complex [GO:0031461]; cytoplasm [GO:0005737]; nucleus [GO:0005634]; zinc ion binding [GO:0008270]	
XP_027053357.1	A0A3M6TA23	unreviewed	A0A3M6TA23_POCDA	Protein-S-isoprenylcysteine O-methyltransferase (EC 2.1.1.100)	pdam_00003375	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	287	endoplasmic reticulum membrane [GO:0005789]	methylation [GO:0032259]	GO:0004671; GO:0005789; GO:0032259	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity [GO:0004671]	endoplasmic reticulum membrane [GO:0005789]; protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity [GO:0004671]; methylation [GO:0032259]	
XP_027058419.1	A0A3M6UT46	unreviewed	A0A3M6UT46_POCDA	Homeobox domain-containing protein	pdam_00009916	Pocillopora damicornis (Cauliflower coral) (Millepora damicornis)	221	nucleus [GO:0005634]		GO:0000981; GO:0003677; GO:0005634	DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]	nucleus [GO:0005634]; DNA binding [GO:0003677]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]	
XP_022784037.1	A0A2B4SM63	unreviewed	A0A2B4SM63_STYPI	HAT C-terminal dimerisation domain-containing protein	AWC38_SpisGene5668	Stylophora pistillata (Smooth cauliflower coral)	317						
